lat,lng,Cluster Result
42.331570416262686,-71.110009802105935,0
42.331528191726967,-71.110044553476484,0
42.331532906547501,-71.11002995220116,0
42.331543954594373,-71.110016791216196,0
42.331545079166382,-71.110012790254416,0
42.331512709653317,-71.109950273829611,0
42.331389870766863,-71.109745042930456,0
42.331147285217732,-71.10959470092422,0
42.330916339338138,-71.109495653371425,0
42.33080648192422,-71.109258730496379,0
42.330782444022908,-71.109091937608184,0
42.33078597364873,-71.108590353276881,0
42.330839286592926,-71.106563382741598,24
42.330973670639068,-71.10387798965165,24
42.331906201590165,-71.102038919526251,24
42.332830242852062,-71.101330492246063,11
42.333276404572963,-71.101067440184863,11
42.334760712499111,-71.100103507350298,11
42.336491274454026,-71.097992516654642,5
42.337344071634426,-71.096166450596513,5
42.338132938642374,-71.094337526309403,5
42.339019658781901,-71.092120686146529,19
42.339560501084051,-71.090720232176693,19
42.340120746793552,-71.089315258964064,13
42.340845974201663,-71.08762985102004,13
42.341683327026992,-71.086226028922098,10
42.343162280313997,-71.0843492495558,10
42.344680749385013,-71.082449950809661,17
42.345311570719211,-71.081689853287372,17
42.345788268411859,-71.081133722393844,17
42.346482964737675,-71.080277114241454,17
42.346825211814007,-71.079827679387364,17
42.346826376200049,-71.079821641623113,17
42.346827961776725,-71.079830129697058,17
42.346632532814844,-71.080129240705702,17
42.346228600519105,-71.080743962499383,17
42.345966775009735,-71.081201164583746,17
42.345885424448511,-71.081396013098839,17
42.345802333943872,-71.081420738316211,17
42.345631494691922,-71.08147900930706,17
42.345420160370281,-71.081709254599247,17
42.34529626187156,-71.081864330983791,17
42.345262280937611,-71.081892489987496,17
42.345223059917203,-71.081928743115697,17
42.345169125862746,-71.081959753363464,17
42.345146830698802,-71.08195225714806,17
42.345128186552181,-71.08194950788382,17
42.345067553261622,-71.081995288441959,17
42.344988923326468,-71.08205046371657,17
42.344936635617501,-71.082113605990145,17
42.344927662091656,-71.082156160912547,17
42.344938935751415,-71.082163159801695,17
42.344942693638004,-71.082165492764744,17
42.344942693638004,-71.082165492764744,17
42.344920335609785,-71.082188027511421,17
42.344893974524311,-71.082214556234959,17
42.344889971467055,-71.08221855021182,17
42.344889971467055,-71.08221855021182,17
42.344889971467055,-71.08221855021182,17
42.344889227573155,-71.082227488114569,17
42.34486090302687,-71.082284476674232,17
42.344827343982047,-71.082341588168475,17
42.344791771883479,-71.082377025458101,17
42.344746529862618,-71.082428744594637,17
42.344747790640554,-71.082493897127989,17
42.344767300218678,-71.08254732896674,17
42.344767586600369,-71.082566139354441,17
42.3447618533786,-71.082610026999447,17
42.344758383969179,-71.082648759774003,17
42.34475833367776,-71.082648793301615,17
42.34474113331396,-71.082648445452634,17
42.344690801382399,-71.082644001646969,17
42.344653330782762,-71.082640451910976,17
42.344648991750887,-71.082640998131666,17
42.344648991750887,-71.082640998131666,17
42.344635127384549,-71.082655470884475,17
42.344600891501045,-71.082696642792854,17
42.34457705127295,-71.082738940670225,17
42.344531638121559,-71.082801767225448,17
42.344474027205592,-71.082868688340369,17
42.344441253964192,-71.082889035410318,17
42.344398339318445,-71.082932618512842,17
42.344315505160353,-71.08305708977494,17
42.3442520925704,-71.083152826475981,17
42.344200562026678,-71.08323215420458,17
42.34405177206952,-71.083453745181743,17
42.343886415979227,-71.083726488119993,17
42.343819493467322,-71.08385235915992,17
42.343805814899838,-71.083869930422935,17
42.343792343784457,-71.083883644613508,17
42.343763892112626,-71.08391836804438,17
42.343632725805378,-71.084077378335479,17
42.343518127726725,-71.084215604300681,17
42.343502768587655,-71.084230687535438,17
42.343367497941806,-71.084380810215208,10
42.343214115400201,-71.084550596839819,10
42.343187523113897,-71.08457713394526,10
42.343115642007767,-71.084654334067437,10
42.342980211407273,-71.08479129436526,10
42.342906964050933,-71.084848384904745,10
42.342869686933568,-71.084855515110377,10
42.342549494739956,-71.085273358571413,10
42.341927653916514,-71.086069635181786,10
42.341061346505164,-71.087595694764616,13
42.340372641843139,-71.089746032907726,19
42.341252026420413,-71.090611025757255,19
42.342604419255956,-71.089203639953496,13
42.342746120218521,-71.087307723305287,10
42.342436920890911,-71.086827589730831,10
42.342320076462208,-71.087688152744533,13
42.342276619088231,-71.089394192743214,13
42.341828355605116,-71.090660241498711,19
42.341436449943437,-71.090947269993933,19
42.341426772337734,-71.090924256081792,19
42.34133421796593,-71.090894350848259,19
42.341091819612636,-71.090969894147577,19
42.340760934904544,-71.090989481258305,19
42.340459452515795,-71.090863002530398,19
42.340198032830237,-71.090684772535326,19
42.340040556427418,-71.090471718526544,19
42.340062162878318,-71.090179405241372,19
42.340184713986098,-71.089757717280747,19
42.340334193354792,-71.089338402795704,13
42.340447249163269,-71.089079358681204,13
42.340546447590313,-71.088791792347195,13
42.340699883915811,-71.088479594393732,13
42.340856216188847,-71.088093374456378,13
42.340928782515554,-71.087587956871005,13
42.341139139646991,-71.087106475207122,10
42.341479312202289,-71.086688637334021,10
42.341771501854396,-71.086333061634662,10
42.341911469858466,-71.086119880500348,10
42.341781067701383,-71.08621276316336,10
42.34171177660334,-71.086483201078238,10
42.34177123922143,-71.086767329434963,10
42.341756135031908,-71.086930573984148,10
42.341744461136265,-71.086955426327052,10
42.341775035525067,-71.086950645848276,10
42.341789242152451,-71.086934025931271,10
42.341790442161596,-71.086924692682089,10
42.341784019528291,-71.086920053298684,10
42.341780403435564,-71.086902097865106,10
42.341786252606994,-71.086903774245741,10
42.341819069154887,-71.086884582481446,10
42.341828028012394,-71.086926764409156,10
42.341769819187334,-71.087014570432814,10
42.341734394470564,-71.087032612479391,10
42.341734394470564,-71.087032612479391,10
42.341722454449489,-71.087040582272323,10
42.341725555753662,-71.08702788089505,10
42.341741162857367,-71.087003482571902,10
42.341741728635824,-71.086999755418958,10
42.341741728635824,-71.086999755418958,10
42.341763259649603,-71.087015801175596,10
42.341842706121831,-71.087031933545234,10
42.341898819471112,-71.087035139623197,10
42.34189188065227,-71.087047494548472,10
42.341893806394523,-71.087060003141971,10
42.341889064332797,-71.087060380327614,10
42.341816307317792,-71.087065740554692,10
42.341767127199425,-71.087055288321437,10
42.341796071308067,-71.087029330964299,10
42.341854704117736,-71.087022318105312,10
42.34187890057671,-71.087021108317288,10
42.3418029584385,-71.08700376755661,10
42.341745028311713,-71.087012326876732,10
42.34176313531804,-71.087018236118467,10
42.341790392568669,-71.086998573570611,10
42.341792970003894,-71.086993408921273,10
42.341785649808457,-71.086989361859025,10
42.34178414944779,-71.086987586292537,10
42.34175341580282,-71.086955142739328,10
42.341724366920388,-71.08692472201875,10
42.341738419181063,-71.086914736378105,10
42.341794332063159,-71.086881972915592,10
42.341829848980865,-71.086867902494134,10
42.341802424790671,-71.086906281831773,10
42.341784847939721,-71.086962773065181,10
42.34178728567656,-71.086989898300828,10
42.34178591104444,-71.086989746029587,10
42.341816153649567,-71.086978681917401,10
42.341832820365532,-71.086960793539049,10
42.341797339070908,-71.086950022793474,10
42.341775926800764,-71.086946781790914,10
42.341775926800764,-71.086946781790914,10
42.341764361171379,-71.08695428638822,10
42.34174169301275,-71.086970059733005,10
42.341718327060676,-71.086991305063577,10
42.341706063637844,-71.087004281646671,10
42.341706063637844,-71.087004281646671,10
42.341706063637844,-71.087004281646671,10
42.341706063637844,-71.087004281646671,10
42.341706063637844,-71.087004281646671,10
42.341708590083151,-71.086999365660461,10
42.341719130326396,-71.086989768381329,10
42.34172714412432,-71.086985087088408,10
42.341727664500802,-71.08696462825975,10
42.341755016746326,-71.086950029778393,10
42.341700609114355,-71.086849027845176,10
42.341597093308678,-71.086783408719214,10
42.34151847734335,-71.086892109430494,10
42.341344656927838,-71.087142816345306,10
42.341105423441483,-71.087466614852758,13
42.340874511089503,-71.087775392989727,13
42.340676792471058,-71.088132846235396,13
42.340523734728201,-71.088572449117066,13
42.340407892635405,-71.088902768745186,13
42.340315582735784,-71.088863355639489,13
42.340291640527873,-71.088748258139105,13
42.340310995739273,-71.088755354817124,13
42.340313326606847,-71.088758194885315,13
42.340313326606847,-71.088758194885315,13
42.340313326606847,-71.088758194885315,13
42.340323637744731,-71.088779634396644,13
42.340336147735215,-71.088806540305825,13
42.340338346587814,-71.088812006703677,13
42.340357780728809,-71.088797669458302,13
42.340386572566196,-71.088775918419572,13
42.340395574031724,-71.088769426635565,13
42.340392182154908,-71.088767877380462,13
42.340291869633226,-71.088673666185798,13
42.340036566641508,-71.088499280690314,13
42.339763304025261,-71.088317947994085,1
42.339468760455354,-71.088143893583776,1
42.339126477755926,-71.088123327187361,1
42.338875843484281,-71.0882200250133,1
42.338783308670251,-71.088285130049201,1
42.338778432498074,-71.088308338142099,1
42.338779354192376,-71.088296268256798,1
42.338809028426354,-71.088228490059464,1
42.338843395493633,-71.088248976377415,1
42.338825934901799,-71.088255985120924,1
42.338794573496315,-71.08825385343701,1
42.338792416220159,-71.088256572251552,1
42.338783881745236,-71.088254323406332,1
42.338795008572482,-71.088260208345844,1
42.338820398153565,-71.088269452187163,1
42.338824647376363,-71.088268011280235,1
42.33882589969248,-71.088267520547134,1
42.338842581223581,-71.088271445678899,1
42.338843205612882,-71.088273813701207,1
42.338843248215561,-71.088275466861774,1
42.338831666559976,-71.088270572103312,1
42.338827973381896,-71.088269818875901,1
42.338837488922543,-71.088272662361859,1
42.338841508953472,-71.088273496878642,1
42.33884585641249,-71.088269785450606,1
42.338843263906497,-71.088270601884048,1
42.338840683438733,-71.088276981214477,1
42.338842396947413,-71.088272426641069,1
42.338844144242117,-71.088263689103655,1
42.338842816442302,-71.088264398451074,1
42.338842984750592,-71.088269803201598,1
42.338845328629461,-71.088269812656975,1
42.338847578291485,-71.088265378782282,1
42.338847684138642,-71.088264692601427,1
42.338841824015041,-71.08826600633634,1
42.338837783528959,-71.088262416094224,1
42.338841119484137,-71.08826643135761,1
42.338844579599616,-71.088270441944928,1
42.338846256323151,-71.088274835004924,1
42.338849284940224,-71.088272331315949,1
42.338854576173738,-71.088264740495021,1
42.33884777994291,-71.088260529301508,1
42.338839094437652,-71.088260967236991,1
42.338832105762322,-71.088261592261304,1
42.338828427271181,-71.088264381525008,1
42.338829819214183,-71.088269705672928,1
42.338820843787133,-71.088267223191266,1
42.338820037363426,-71.088267902734898,1
42.338821941679434,-71.088265408582942,1
42.338811605220172,-71.088258042870976,1
42.338840096756776,-71.088269203373358,1
42.338840242809837,-71.088268883034942,1
42.338821777462535,-71.088262039083574,1
42.338807715374436,-71.088254759007043,1
42.338782109175398,-71.088245253834344,1
42.338789763437653,-71.088251050747175,1
42.338818785948767,-71.08826264850822,1
42.338807380247729,-71.088259624043744,1
42.338815876292024,-71.088261281047934,1
42.338826270993721,-71.088262010011448,1
42.338828011954149,-71.088261685535471,1
42.338841098699739,-71.088267214617844,1
42.338842331870019,-71.08826618778437,1
42.338843304752928,-71.088265505903038,1
42.33883990472345,-71.088261216217802,1
42.338842406809384,-71.088264354008118,1
42.338845470414796,-71.08826962391133,1
42.338844239880672,-71.088270987675884,1
42.338842787478363,-71.088271683998727,1
42.338841221699276,-71.088269231025166,1
42.338841037420771,-71.088262614873116,1
42.338845095683929,-71.088260943957323,1
42.338849682855681,-71.088260976774535,1
42.33884885315593,-71.088260544510362,1
42.338847025939671,-71.088261984214611,1
42.338851909021344,-71.088259365474144,1
42.338851041227514,-71.088263894330566,1
42.338846332309735,-71.088269082431651,1
42.33884842406259,-71.088268117648283,1
42.338850196635192,-71.088267105736037,1
42.338850993106171,-71.08826760931764,1
42.338849383292953,-71.088269251938044,1
42.338846041801631,-71.088272335825977,1
42.338845281132365,-71.088274374697747,1
42.338845726917668,-71.088275160567875,1
42.33884541566168,-71.088263517303233,1
42.338842591776491,-71.088260570878376,1
