TIMESTAMP,DISTANCE,AVG_LAT,AVG_LNG,GPS_ACCURACY,AVG_SPEED_BY_GPS,ACCLERATOR_STD,MAX_ACCLERATOR,MIN_ACCLERATOR,PERCENTILE_25_ACCLERATOR,PERCENTILE_75_ACCLERATOR,ACCLERATOR_ENTROPY,AVG_ROLL,AVG_YAW,AVG_PITCH,WEEK_DAY
1479307680,11.292618292060556,42.331512479586443,-71.109966439246037,12.12962962962963,0.18821030486767593,0.0052419803915647297,0.014105114288217056,2.9806621224463823e-05,3.3448829233506224e-05,4.8156453488301331e-05,1.7105600837579242,0.030924416652112,-0.4518263160004044,0.039341756802056531,3
1479307710,0.0,42.331508304963208,-71.109971785984101,10.0,0.0,8.5018477209682094e-06,4.8383037675690151e-05,2.7357013413056723e-05,2.9070190647910718e-05,4.5200661203923401e-05,1.945910149055313,0.013407596565119187,-0.56631442064025739,0.021061647568681247,3
1479307740,0.0,42.331508304963208,-71.109971785984101,10.0,0.0,5.0678268415718085e-06,4.2924621481711936e-05,2.7357013413056723e-05,2.8583575122317748e-05,3.4385269049276555e-05,1.945910149055313,0.0135922457307466,-0.56568107245698118,0.021033815612886669,3
1479307770,0.0,42.331508304963208,-71.109971785984101,10.0,0.0,3.8072068939232876e-06,3.809246085831119e-05,2.695927196541097e-05,2.9161605008246942e-05,3.4143278073030403e-05,1.7917594692280547,0.013766578580338302,-0.56537738411008553,0.021026525366687965,3
1479307800,0.0,42.331508304963208,-71.109971785984101,10.0,0.0,3.3374555413530109e-06,3.809246085831119e-05,2.695927196541097e-05,3.0447320595523851e-05,3.3462851109355539e-05,1.945910149055313,0.013893922241304656,-0.56604346443917641,0.020991147465392102,3
1479307830,0.0,42.331508304963208,-71.109971785984101,10.0,0.0,2.5250360476655663e-06,3.5015485654257928e-05,2.691790040415337e-05,3.0468468729658752e-05,3.3570841726939497e-05,1.945910149055313,0.013962252985008056,-0.56623731836685043,0.020960967471734444,3
1479307860,0.0,42.331508304963208,-71.109971785984101,10.0,0.0,3.8310949126582943e-06,3.7394449784109658e-05,2.691790040415337e-05,2.935327746946179e-05,3.5303477735243052e-05,1.7917594692280547,0.014066553387742951,-0.56620804351510856,0.020947111837539733,3
1479307890,0.0,42.331508304963208,-71.109971785984101,10.0,0.0,3.6956568614804957e-06,3.7394449784109658e-05,2.8056181418150393e-05,2.8151134761788868e-05,3.349433572662793e-05,1.945910149055313,0.014151754013616099,-0.56651830203793818,0.020924225141172814,3
1479307920,0.0,42.331508304963208,-71.109971785984101,10.0,0.0,2.8543054790760492e-06,3.1993547003390029e-05,2.3197034652279495e-05,2.8151134761788868e-05,3.1488837383175734e-05,1.945910149055313,0.014192128115756314,-0.5665758582580237,0.020918368769928482,3
1479307950,0.0,42.331508304963208,-71.109971785984101,10.0,0.0,4.5621267980364655e-06,3.744958638585256e-05,2.3197034652279495e-05,2.71283724770979e-05,3.1935477173357195e-05,1.7917594692280547,0.014209862479864518,-0.56633463584957766,0.020923424247549199,3
1479307980,0.0,42.331508304963208,-71.109971785984101,10.0,0.0,5.1250059435332667e-06,4.0705663527587506e-05,2.6009547392950728e-05,2.7501911452630187e-05,3.422815109823646e-05,1.945910149055313,0.014280114575862545,-0.56618690145449013,0.020906129192825758,3
