TIMESTAMP,DISTANCE,AVG_LAT,AVG_LNG,GPS_ACCURACY,AVG_SPEED_BY_GPS,ACCLERATOR_STD,MAX_ACCLERATOR,MIN_ACCLERATOR,PERCENTILE_25_ACCLERATOR,PERCENTILE_75_ACCLERATOR,ACCLERATOR_ENTROPY,AVG_ROLL,AVG_YAW,AVG_PITCH,WEEK_DAY
1480024680,1.2686932504416075,42.338758186284757,-71.088211894295938,79.235758903888708,0.021144887507360124,0.005369636360113306,0.013651021738840868,4.9815764296017368e-05,7.0543395379831758e-05,0.00075200770363717528,1.5284657100610246,-1.2330209795379128,0.10202797090211761,-0.030185033860605316,4
1480024710,0.877116455641938,42.338759173695678,-71.088205107542535,74.059119302474627,0.0146186075940323,0.0047181162553171473,0.013651021738840868,4.9815764296017368e-05,6.5697278940951762e-05,0.00042597694988058933,1.8675843750169276,-2.2101737871657385,0.42112540559665002,-0.034726562391101605,4
1480024740,1.5093190311973883,42.338756174638903,-71.088202536546603,65.0,0.025155317186623137,6.3716297424465446e-06,8.2334040644644485e-05,6.3042537109098514e-05,6.6481808573305956e-05,7.3284486761752797e-05,1.7917594692280547,-3.1047593068029049,0.33315872454174017,-0.030378426462517833,4
1480024770,0.7202905688732533,42.338768143336466,-71.088202348020971,65.0,0.012004842814554221,1.0571447246498829e-05,8.2334040644644485e-05,4.8195508902656603e-05,6.6742286977319301e-05,7.7500556608902835e-05,1.945910149055313,-3.1047450136265087,0.332077719267523,-0.030230874825278687,4
1480024800,0.5855546566190301,42.338770313942945,-71.088207082340077,65.0,0.009759244276983834,2.2429976117552267e-05,0.00010512764116584989,2.9283079597224669e-05,5.7910839175244464e-05,7.8014981796531947e-05,1.945910149055313,-3.104708991842172,0.33215461795114642,-0.030191410142871213,4
1480024830,1.163437463580843,42.338769426533283,-71.08821144543306,65.0,0.01939062439301405,2.66842985679271e-05,0.00010512764116584989,2.9283079597224669e-05,6.0195289514002943e-05,9.7527927279160794e-05,1.7917594692280547,-3.1046901787854062,0.33209150826411604,-0.030183328275095067,4
1480024860,1.6997981685360783,42.33876447616295,-71.08819873042485,65.0,0.028329969475601305,1.4096956138061602e-05,0.00010487443768121897,5.9757745393435212e-05,6.7880957270922219e-05,8.2507703811330628e-05,1.945910149055313,-3.1047188095083209,0.332067713064577,-0.030168591068498399,4
1480024890,1.3521931331842632,42.338761866029238,-71.088195340138967,65.0,0.02253655221973772,4.521302059841275e-06,8.471589494315179e-05,7.1661808757984605e-05,7.6381992817835037e-05,8.3027245373201673e-05,1.945910149055313,-3.1047799135917842,0.33245350426058717,-0.030138725498794011,4
1480024920,1.613927197798264,42.338769399692751,-71.088203145230253,65.0,0.02689878662997107,1.2752131596101594e-05,9.8531030553355062e-05,5.6894324951080957e-05,7.4369278101131661e-05,8.3535722105111307e-05,1.7917594692280547,-3.1041758314247314,0.3330729352037875,-0.030112444897550647,4
1480024950,3.1835930677177466,42.338767251343157,-71.088200087981107,65.0,0.05305988446196244,1.5784808631108139e-05,9.8531030553355062e-05,5.524470697206886e-05,5.8162082401408278e-05,8.5744040343663859e-05,1.945910149055313,-3.1027890347009595,0.3335891984879592,-0.030045612040926626,4
1480024980,2.3442483538737053,42.338758852658216,-71.088191012746137,65.0,0.03907080589789509,1.0210798250162685e-05,8.8033606114374025e-05,5.524470697206886e-05,6.3042611256581725e-05,7.5102474230424394e-05,1.945910149055313,-3.1021208711260515,0.3334461367827341,-0.029983814647468542,4
1480025010,2.6997898724731813,42.338763989889223,-71.088200427746713,65.0,0.044996497874553024,9.2272253027955088e-06,7.8646500097616874e-05,5.0821135532093957e-05,6.6780902405601396e-05,7.5809193089582401e-05,1.7917594692280547,-3.10208771918591,0.33297577618943869,-0.030035537336316979,4
1480025040,1.1022157515634132,42.338771687322783,-71.088204161828116,65.0,0.018370262526056887,1.9173733411657202e-05,0.00011526670095323754,5.0821135532093957e-05,6.2952105960865126e-05,7.8164159201260172e-05,1.945910149055313,-3.1022143938482216,0.33213900488177089,-0.030023037732573945,4
1480025070,1.488582081519428,42.338768209603593,-71.088208504669709,65.0,0.024809701358657132,2.5481754497356142e-05,0.00011526670095323754,2.1867205580518509e-05,6.4188016295943804e-05,7.4005169877132306e-05,1.945910149055313,-3.1021928507285899,0.3315463223671119,-0.029960707440994886,4
1480025100,5.091781988016548,42.338761082427155,-71.088212630198072,65.0,0.08486303313360913,6.1453915161336072e-05,0.00021836270977354061,2.1867205580518509e-05,6.7684382203323011e-05,7.2683359486566053e-05,1.7917594692280547,-3.1022137730714014,0.33136552369115319,-0.029938950547923865,4
1480025130,3.161652124583392,42.338760070219884,-71.088205398099063,65.0,0.05269420207638987,5.50218420557637e-05,0.00021836270977354061,5.0285350244842478e-05,6.0645797533099186e-05,7.0252193833652624e-05,1.945910149055313,-3.1022131226830929,0.33206701296371161,-0.029996945539620685,4
1480025160,5.085884471223138,42.338757998552659,-71.088189100234061,65.0,0.0847647411870523,1.1821253158215862e-05,8.5917579519672875e-05,4.5849120818870216e-05,5.5253274465662716e-05,6.2965795273933463e-05,1.945910149055313,-3.1021473749953157,0.33282173161812506,-0.030012551077365415,4
1480025190,3.607300386976795,42.338760860516494,-71.08819562474369,65.0,0.06012167311627992,1.3911059988121903e-05,8.5917579519672875e-05,4.3967967692447672e-05,4.9359057993816766e-05,6.4368238088759297e-05,1.7917594692280547,-3.1020910306998979,0.33305286272350804,-0.029986901092169827,4
1480025220,3.7295590600437043,42.33877024738409,-71.08820368805759,65.0,0.06215931766739507,1.1069667906015368e-05,7.5760375752523856e-05,4.3967967692447672e-05,5.8315625137131852e-05,7.5156132472691423e-05,1.945910149055313,-3.1020698923739718,0.33302007740643985,-0.029990082911497469,4
1480025250,2.75320699650396,42.338764229351511,-71.088189969232786,65.0,0.045886783275066,2.0523955950868547e-05,0.00012074517457345051,5.3244278703644893e-05,6.5739724050470556e-05,7.9992104600422293e-05,1.945910149055313,-3.1021034434913792,0.33319022000198756,-0.029988807492471212,4
1480025280,2.0457472602146005,42.338753359913049,-71.088181949654611,65.0,0.03409578767024334,2.2002032223362573e-05,0.00012074517457345051,5.3244278703644893e-05,6.2271777755276659e-05,8.2610780688831313e-05,1.7917594692280547,-3.1021025339108932,0.33340891905421516,-0.029969551789080413,4
1480025310,2.4807361785794635,42.338756332391739,-71.088199490733402,65.0,0.04134560297632439,1.3521443595672042e-05,8.0609417622116712e-05,4.1615390926834978e-05,5.6176413468201706e-05,7.7375071352577571e-05,1.945910149055313,-3.1020692330628639,0.33341272836299218,-0.029948667561236351,4
1480025340,0.4294426169688958,42.338761010029451,-71.088216606432738,65.0,0.007157376949481597,1.3165837341092827e-05,8.0609417622116712e-05,4.1615390926834978e-05,5.4235601489174913e-05,7.3989289082241095e-05,1.945910149055313,-3.1020102940407668,0.33346647243378319,-0.029949763605304297,4
1480025370,0.7794263076055139,42.338765411361301,-71.088216455684204,65.0,0.012990438460091899,1.1421175324298809e-05,7.7773838611781067e-05,4.958041565278578e-05,5.4652611345197249e-05,7.5727233971079356e-05,1.7917594692280547,-3.1019389395522121,0.33345855799346702,-0.029942381310593704,4
1480025400,5.431348273678903,42.338768906845317,-71.088209200807711,65.0,0.09052247122798172,1.6174448618096056e-05,9.5846579763111695e-05,4.4823924714499235e-05,5.3985309947025638e-05,7.4935602832640699e-05,1.945910149055313,-3.1018017695023006,0.33334333916273035,-0.029995036086430945,4
1480025430,5.353890142493506,42.338762319050758,-71.088192249145067,65.0,0.08923150237489176,2.5552270229113451e-05,9.5846579763111695e-05,1.0506617209398163e-05,4.9831995888264823e-05,7.5173058688576765e-05,1.945910149055313,-3.1017101768342283,0.33315970143704038,-0.029963367908784674,4
1480025460,2.5593923601490802,42.33875934488686,-71.088193072157509,65.0,0.042656539335818006,3.2609104499587666e-05,0.00011841119191759098,1.0506617209398163e-05,5.3630512227575927e-05,7.8340392813595994e-05,1.7917594692280547,-3.1017286955603818,0.33277847104716551,-0.029897887458227416,4
1480025490,5.943218135478994,42.338766087474099,-71.08820965205939,65.0,0.09905363559131657,3.0227940656105831e-05,0.00011841119191759098,1.0520498992321205e-05,4.8943563278454935e-05,6.9602012582560443e-05,1.945910149055313,-3.1016654201578171,0.33261699355147645,-0.029912139935712727,4
