Timestamp, Data Source, Data, Display Value, Raw Value
"2016-11-15T15:40:14Z", Attitude, Pitch, -0.006519866350607834, -0.00651986635060783
"2016-11-15T15:40:14Z", Attitude, Quarternion w, 0.7228144763480121, 0.722814476348012
"2016-11-15T15:40:14Z", Attitude, Quarternion x, 0.005259656294123522, 0.00525965629412352
"2016-11-15T15:40:14Z", Attitude, Quarternion y, 0.01022027816651863, 0.0102202781665186
"2016-11-15T15:40:14Z", Attitude, Quarternion z, -0.6909465353494262, -0.690946535349426
"2016-11-15T15:40:14Z", Gyrometer (smooth), x, -0.0005251032416708767, -0.000525103241670877
"2016-11-15T15:40:14Z", Gyrometer (smooth), y, -0.000594280834775418, -0.000594280834775418
"2016-11-15T15:40:14Z", Gyrometer (smooth), z, 0.0001121713939937763, 0.000112171393993776
"2016-11-15T15:40:14Z", Acceleration (via Gravity), x, 0.02204301208257675, 0.0220430120825768
"2016-11-15T15:40:14Z", Acceleration (via Gravity), y, 0.00651982007548213, 0.00651982007548213
"2016-11-15T15:40:14Z", Acceleration (via Gravity), z, -0.9997357726097107, -0.999735772609711
"2016-11-15T15:40:14Z", Acceleration (total), x, 0.02217101998394355, 0.0221710199839436
"2016-11-15T15:40:14Z", Acceleration (total), y, 0.008026122930459678, 0.00802612293045968
"2016-11-15T15:40:14Z", Acceleration (total), z, -0.9996185390264145, -0.999618539026415
"2016-11-15T15:40:14Z", Magnetometer (corrected for device), x, -7.325509071350098, -7.3255090713501
"2016-11-15T15:40:14Z", Magnetometer (corrected for device), y, -10.0379810333252, -10.0379810333252
"2016-11-15T15:40:14Z", Magnetometer (corrected for device), z, -29.86944580078125, -29.8694458007812
"2016-11-15T15:40:14Z", Magnetometer (corrected for device), Estimated Accuracy, High, High
"2016-11-15T15:40:15Z", Altimeter (Barometer), Relative Altitude, 1.01528739929199 Meters, 1.015287399291992
"2016-11-15T15:40:15Z", Altimeter (Barometer), Pressure, 101.03874206543 kPa, 101.0387420654297
"2016-11-15T15:40:16Z", Altimeter (Barometer), Relative Altitude, 0.994626998901367 Meters, 0.9946269989013672
"2016-11-15T15:40:16Z", Altimeter (Barometer), Pressure, 101.038993835449 kPa, 101.0389938354492
"2016-11-15T15:40:16Z", GPS, Enabled, Yes, true
"2016-11-15T15:40:16Z", GPS, Authorisation Status, Authorised When In Use, Authorised When In Use
"2016-11-15T15:40:16Z", GPS, Latitude, 42.33879858023234, 42.3387985802323
"2016-11-15T15:40:16Z", GPS, Longitude, -71.08819727780778, -71.0881972778078
"2016-11-15T15:40:16Z", GPS, Altitude, 10.161376953125 Meters, 10.161376953125
"2016-11-15T15:40:16Z", GPS, Floor, No Data, NULL
"2016-11-15T15:40:16Z", GPS, Horizontal Accuracy, 65 Meters, 65.0
"2016-11-15T15:40:16Z", GPS, Vertical Accuracy, 10 Meters, 10.0
"2016-11-15T15:40:17Z", Altimeter (Barometer), Relative Altitude, 0.963890075683594 Meters, 0.9638900756835938
"2016-11-15T15:40:17Z", Altimeter (Barometer), Pressure, 101.039360046387 kPa, 101.0393600463867
"2016-11-15T15:40:18Z", Altimeter (Barometer), Relative Altitude, 0.955324172973633 Meters, 0.9553241729736328
"2016-11-15T15:40:18Z", Altimeter (Barometer), Pressure, 101.039459228516 kPa, 101.0394592285156
"2016-11-15T15:40:18Z", Gyrometer (raw), x, 0.004319380971999517, 0.00431938097199952
"2016-11-15T15:40:18Z", Gyrometer (raw), y, 0.001037567560694871, 0.00103756756069487
"2016-11-15T15:40:18Z", Gyrometer (raw), z, -0.002031725595621451, -0.00203172559562145
"2016-11-15T15:40:18Z", WiFi, Connected SSID, NUwave, NUwave
"2016-11-15T15:40:18Z", WiFi, Connected BSSID, 18:64:72:2c:d9:f0, 18:64:72:2c:d9:f0
"2016-11-15T15:40:18Z", Microphone, Left Channel Level, -23.27099 dB, -23.271
"2016-11-15T15:40:18Z", Microphone, Right Channel Level, -23.27099 dB, -23.271
"2016-11-15T15:40:18Z", Screen, Screen Resolution (reported), 320 x 568 Points, ["height": 568.0, "width": 320.0]
"2016-11-15T15:40:18Z", Screen, Screen Resolution (native), 750 x 1334 Pixels, ["height": 1334.0, "width": 750.0]
"2016-11-15T15:40:18Z", Screen, Screen Scale (reported), 2, 2.0
"2016-11-15T15:40:18Z", Screen, Screen Scale (native), 2, 2.34375
"2016-11-15T15:40:18Z", Screen, Brightness, 55%, 0.551026523113251
"2016-11-15T15:40:18Z", Compass, Heading (True North), 104.296745300293º, 104.296745300293
"2016-11-15T15:40:18Z", Compass, Heading (Magnetic North), 118.9949340820312º, 118.994934082031
"2016-11-15T15:40:18Z", Compass, x, -7.326119422912598, -7.3261194229126
"2016-11-15T15:40:18Z", Compass, y, -9.887834548950195, -9.8878345489502
"2016-11-15T15:40:18Z", Compass, z, -30.16787719726562, -30.1678771972656
"2016-11-15T15:40:18Z", Storage, Total, 121.94 GB, 121937772544
"2016-11-15T15:40:18Z", Storage, Free, 48.18 GB, 48175816704
"2016-11-15T15:40:18Z", Storage, Used, 73.76 GB, 73761955840
"2016-11-15T15:40:18Z", Memory, Total, 2.1 GB, 2097152000.0
"2016-11-15T15:40:18Z", Memory, Free, 32.2 MB, 32161792.0
"2016-11-15T15:40:18Z", Memory, Used, 1.77 GB, 1769324544.0
"2016-11-15T15:40:18Z", Memory, Active, 1.04 GB, 1043955712.0
"2016-11-15T15:40:18Z", Memory, Inactive, 523.6 MB, 523632640.0
"2016-11-15T15:40:18Z", Memory, Wired, 201.7 MB, 201736192.0
"2016-11-15T15:40:18Z", Memory, Purgeable, 29 MB, 29032448.0
"2016-11-15T15:40:19Z", Accelerometer (raw), x, 0.021026611328125, 0.021026611328125
"2016-11-15T15:40:19Z", Accelerometer (raw), y, 0.005828857421875, 0.005828857421875
"2016-11-15T15:40:19Z", Accelerometer (raw), z, -0.9987335205078125, -0.998733520507812
"2016-11-15T15:40:19Z", Altimeter (Barometer), Relative Altitude, 0.955324172973633 Meters, 0.9553241729736328
"2016-11-15T15:40:19Z", Altimeter (Barometer), Pressure, 101.039459228516 kPa, 101.0394592285156
"2016-11-15T15:40:20Z", Altimeter (Barometer), Relative Altitude, 0.968929290771484 Meters, 0.9689292907714844
"2016-11-15T15:40:20Z", Altimeter (Barometer), Pressure, 101.03929901123 kPa, 101.0392990112305
"2016-11-15T15:40:21Z", Altimeter (Barometer), Relative Altitude, 0.988077163696289 Meters, 0.9880771636962891
"2016-11-15T15:40:21Z", Altimeter (Barometer), Pressure, 101.039070129395 kPa, 101.0390701293945
"2016-11-15T15:40:21Z", Magnetometer (raw), x, 4.563629150390625, 4.56362915039062
"2016-11-15T15:40:21Z", Magnetometer (raw), y, -15.90731811523438, -15.9073181152344
"2016-11-15T15:40:21Z", Magnetometer (raw), z, -389.7216186523438, -389.721618652344
"2016-11-15T15:40:22Z", Altimeter (Barometer), Relative Altitude, 1.03342628479004 Meters, 1.033426284790039
"2016-11-15T15:40:22Z", Altimeter (Barometer), Pressure, 101.038520812988 kPa, 101.0385208129883
"2016-11-15T15:40:22Z", Altimeter (Barometer), Relative Altitude, 1.10397148132324 Meters, 1.103971481323242
"2016-11-15T15:40:22Z", Altimeter (Barometer), Pressure, 101.03768157959 kPa, 101.0376815795898
"2016-11-15T15:40:23Z", Acceleration (via User), x, -0.0006185704842209816, -0.000618570484220982
"2016-11-15T15:40:23Z", Acceleration (via User), y, 0.001045911689288914, 0.00104591168928891
"2016-11-15T15:40:23Z", Acceleration (via User), z, 0.001078779110684991, 0.00107877911068499
"2016-11-15T15:40:23Z", Attitude, Roll, 0.02198313765114119, 0.0219831376511412
"2016-11-15T15:40:23Z", Attitude, Yaw, -1.525685683527646, -1.52568568352765
"2016-11-15T15:40:23Z", Attitude, Pitch, -0.006690344318142851, -0.00669034431814285
"2016-11-15T15:40:23Z", Attitude, Quarternion w, 0.7228014731537441, 0.722801473153744
"2016-11-15T15:40:23Z", Attitude, Quarternion x, 0.005176761218404981, 0.00517676121840498
"2016-11-15T15:40:23Z", Attitude, Quarternion y, 0.01025662198313784, 0.0102566219831378
"2016-11-15T15:40:23Z", Attitude, Quarternion z, -0.6909602255233857, -0.690960225523386
"2016-11-15T15:40:23Z", Gyrometer (smooth), x, -0.0005468067247420549, -0.000546806724742055
"2016-11-15T15:40:23Z", Gyrometer (smooth), y, 0.001491949544288218, 0.00149194954428822
"2016-11-15T15:40:23Z", Gyrometer (smooth), z, 0.001189386821351945, 0.00118938682135195
"2016-11-15T15:40:23Z", Acceleration (via Gravity), x, 0.02198087424039841, 0.0219808742403984
"2016-11-15T15:40:23Z", Acceleration (via Gravity), y, 0.006690294481813908, 0.00669029448181391
"2016-11-15T15:40:23Z", Acceleration (via Gravity), z, -0.9997360110282898, -0.99973601102829
"2016-11-15T15:40:23Z", Acceleration (total), x, 0.02136230375617743, 0.0213623037561774
"2016-11-15T15:40:23Z", Acceleration (total), y, 0.007736206171102822, 0.00773620617110282
"2016-11-15T15:40:23Z", Acceleration (total), z, -0.9986572319176048, -0.998657231917605
"2016-11-15T15:40:23Z", Magnetometer (corrected for device), x, -7.700798988342285, -7.70079898834229
"2016-11-15T15:40:23Z", Magnetometer (corrected for device), y, -9.96470832824707, -9.96470832824707
"2016-11-15T15:40:23Z", Magnetometer (corrected for device), z, -30.16830444335938, -30.1683044433594
"2016-11-15T15:40:23Z", Magnetometer (corrected for device), Estimated Accuracy, High, High
"2016-11-15T15:40:23Z", Altimeter (Barometer), Relative Altitude, 1.15486526489258 Meters, 1.154865264892578
"2016-11-15T15:40:23Z", Altimeter (Barometer), Pressure, 101.037071228027 kPa, 101.0370712280273
"2016-11-15T15:40:24Z", Altimeter (Barometer), Relative Altitude, 1.15486526489258 Meters, 1.154865264892578
"2016-11-15T15:40:24Z", Altimeter (Barometer), Pressure, 101.037071228027 kPa, 101.0370712280273
"2016-11-15T15:40:25Z", GPS, Enabled, Yes, true
"2016-11-15T15:40:25Z", GPS, Authorisation Status, Authorised When In Use, Authorised When In Use
"2016-11-15T15:40:25Z", GPS, Latitude, 42.33879873779664, 42.3387987377966
"2016-11-15T15:40:25Z", GPS, Longitude, -71.08819701315217, -71.0881970131522
"2016-11-15T15:40:25Z", GPS, Altitude, 10.161376953125 Meters, 10.161376953125
"2016-11-15T15:40:25Z", GPS, Floor, No Data, NULL
"2016-11-15T15:40:25Z", GPS, Horizontal Accuracy, 65 Meters, 65.0
"2016-11-15T15:40:25Z", GPS, Vertical Accuracy, 10 Meters, 10.0
"2016-11-15T15:40:25Z", Altimeter (Barometer), Relative Altitude, 1.12664604187012 Meters, 1.126646041870117
"2016-11-15T15:40:25Z", Altimeter (Barometer), Pressure, 101.037406921387 kPa, 101.0374069213867
"2016-11-15T15:40:26Z", Altimeter (Barometer), Relative Altitude, 1.10397148132324 Meters, 1.103971481323242
"2016-11-15T15:40:26Z", Altimeter (Barometer), Pressure, 101.03768157959 kPa, 101.0376815795898
"2016-11-15T15:40:27Z", Altimeter (Barometer), Relative Altitude, 1.09439849853516 Meters, 1.094398498535156
"2016-11-15T15:40:27Z", Altimeter (Barometer), Pressure, 101.037796020508 kPa, 101.0377960205078
"2016-11-15T15:40:28Z", GPS, Enabled, Yes, true
"2016-11-15T15:40:28Z", GPS, Authorisation Status, Authorised When In Use, Authorised When In Use
"2016-11-15T15:40:28Z", GPS, Latitude, 42.33880126281943, 42.3388012628194
"2016-11-15T15:40:28Z", GPS, Longitude, -71.08819578810386, -71.0881957881039
"2016-11-15T15:40:28Z", GPS, Altitude, 10.18999671936035 Meters, 10.1899967193604
"2016-11-15T15:40:28Z", GPS, Floor, No Data, NULL
"2016-11-15T15:40:28Z", GPS, Horizontal Accuracy, 65 Meters, 65.0
"2016-11-15T15:40:28Z", GPS, Vertical Accuracy, 10 Meters, 10.0
"2016-11-15T15:40:28Z", Altimeter (Barometer), Relative Altitude, 1.08381652832031 Meters, 1.083816528320312
"2016-11-15T15:40:28Z", Altimeter (Barometer), Pressure, 101.03791809082 kPa, 101.0379180908203
"2016-11-15T15:40:28Z", Gyrometer (raw), x, 0.004309793592075231, 0.00430979359207523
"2016-11-15T15:40:28Z", Gyrometer (raw), y, 0.003174221703265444, 0.00317422170326544
"2016-11-15T15:40:28Z", Gyrometer (raw), z, -0.0009574064118834861, -0.000957406411883486
"2016-11-15T15:40:28Z", WiFi, Connected SSID, NUwave, NUwave
"2016-11-15T15:40:28Z", WiFi, Connected BSSID, 18:64:72:2c:d9:f0, 18:64:72:2c:d9:f0
"2016-11-15T15:40:28Z", Microphone, Left Channel Level, -22.29863 dB, -22.2986
"2016-11-15T15:40:28Z", Microphone, Right Channel Level, -22.29863 dB, -22.2986
"2016-11-15T15:40:28Z", Screen, Screen Resolution (reported), 320 x 568 Points, ["height": 568.0, "width": 320.0]
"2016-11-15T15:40:28Z", Screen, Screen Resolution (native), 750 x 1334 Pixels, ["height": 1334.0, "width": 750.0]
"2016-11-15T15:40:28Z", Screen, Screen Scale (reported), 2, 2.0
"2016-11-15T15:40:28Z", Screen, Screen Scale (native), 2, 2.34375
"2016-11-15T15:40:28Z", Screen, Brightness, 55%, 0.551026523113251
"2016-11-15T15:40:28Z", Compass, Heading (True North), 104.2949905395508º, 104.294990539551
"2016-11-15T15:40:28Z", Compass, Heading (Magnetic North), 118.9931793212891º, 118.993179321289
"2016-11-15T15:40:28Z", Compass, x, -7.326104164123535, -7.32610416412354
"2016-11-15T15:40:28Z", Compass, y, -9.888017654418945, -9.88801765441895
"2016-11-15T15:40:28Z", Compass, z, -29.79287719726562, -29.7928771972656
"2016-11-15T15:40:28Z", Storage, Total, 121.94 GB, 121937772544
"2016-11-15T15:40:28Z", Storage, Free, 48.18 GB, 48175792128
"2016-11-15T15:40:28Z", Storage, Used, 73.76 GB, 73761980416
"2016-11-15T15:40:28Z", Memory, Total, 2.1 GB, 2097152000.0
"2016-11-15T15:40:28Z", Memory, Free, 36 MB, 36028416.0
"2016-11-15T15:40:28Z", Memory, Used, 1.77 GB, 1769521152.0
"2016-11-15T15:40:28Z", Memory, Active, 1.04 GB, 1044168704.0
"2016-11-15T15:40:28Z", Memory, Inactive, 523.6 MB, 523599872.0
"2016-11-15T15:40:28Z", Memory, Wired, 201.8 MB, 201752576.0
"2016-11-15T15:40:28Z", Memory, Purgeable, 29 MB, 29032448.0
"2016-11-15T15:40:29Z", Accelerometer (raw), x, 0.0227203369140625, 0.0227203369140625
"2016-11-15T15:40:29Z", Accelerometer (raw), y, 0.006439208984375, 0.006439208984375
"2016-11-15T15:40:29Z", Accelerometer (raw), z, -1.000823974609375, -1.00082397460938
"2016-11-15T15:40:29Z", Altimeter (Barometer), Relative Altitude, 1.08381652832031 Meters, 1.083816528320312
"2016-11-15T15:40:29Z", Altimeter (Barometer), Pressure, 101.03791809082 kPa, 101.0379180908203
"2016-11-15T15:40:30Z", Altimeter (Barometer), Relative Altitude, 1.13067817687988 Meters, 1.130678176879883
"2016-11-15T15:40:30Z", Altimeter (Barometer), Pressure, 101.03736114502 kPa, 101.0373611450195
"2016-11-15T15:40:31Z", Altimeter (Barometer), Relative Altitude, 1.1881217956543 Meters, 1.188121795654297
"2016-11-15T15:40:31Z", Altimeter (Barometer), Pressure, 101.036674499512 kPa, 101.0366744995117
"2016-11-15T15:40:31Z", Magnetometer (raw), x, 4.339828491210938, 4.33982849121094
"2016-11-15T15:40:31Z", Magnetometer (raw), y, -16.20846557617188, -16.2084655761719
"2016-11-15T15:40:31Z", Magnetometer (raw), z, -389.6495361328125, -389.649536132812
"2016-11-15T15:40:32Z", Altimeter (Barometer), Relative Altitude, 1.1881217956543 Meters, 1.188121795654297
"2016-11-15T15:40:32Z", Altimeter (Barometer), Pressure, 101.036674499512 kPa, 101.0366744995117
"2016-11-15T15:40:32Z", Acceleration (via User), x, -0.0007429550169035792, -0.000742955016903579
"2016-11-15T15:40:32Z", Acceleration (via User), y, -0.001415486331097782, -0.00141548633109778
"2016-11-15T15:40:32Z", Acceleration (via User), z, 0.0001327901554759592, 0.000132790155475959
"2016-11-15T15:40:32Z", Attitude, Roll, 0.02201596100011231, 0.0220159610001123
"2016-11-15T15:40:32Z", Attitude, Yaw, -1.525626761579882, -1.52562676157988
"2016-11-15T15:40:32Z", Attitude, Pitch, -0.006573004381394026, -0.00657300438139403
"2016-11-15T15:40:32Z", Attitude, Quarternion w, 0.7228222476316317, 0.722822247631632
"2016-11-15T15:40:32Z", Attitude, Quarternion x, 0.005230209410713846, 0.00523020941071385
"2016-11-15T15:40:32Z", Attitude, Quarternion y, 0.01022810295189739, 0.0102281029518974
"2016-11-15T15:40:32Z", Attitude, Quarternion z, -0.6909385132904743, -0.690938513290474
"2016-11-15T15:40:32Z", Gyrometer (smooth), x, 0.001610582461580634, 0.00161058246158063
"2016-11-15T15:40:32Z", Gyrometer (smooth), y, -0.002777015324681997, -0.002777015324682
"2016-11-15T15:40:32Z", Gyrometer (smooth), z, 0.0001607161393621936, 0.000160716139362194
"2016-11-15T15:40:32Z", Acceleration (via Gravity), x, 0.0220137070864439, 0.0220137070864439
"2016-11-15T15:40:32Z", Acceleration (via Gravity), y, 0.006572957150638103, 0.0065729571506381
"2016-11-15T15:40:32Z", Acceleration (via Gravity), z, -0.9997360706329346, -0.999736070632935
"2016-11-15T15:40:32Z", Acceleration (total), x, 0.02127075206954032, 0.0212707520695403
"2016-11-15T15:40:32Z", Acceleration (total), y, 0.005157470819540322, 0.00515747081954032
"2016-11-15T15:40:32Z", Acceleration (total), z, -0.9996032804774586, -0.999603280477459
"2016-11-15T15:40:32Z", Magnetometer (corrected for device), x, -7.252007484436035, -7.25200748443604
"2016-11-15T15:40:32Z", Magnetometer (corrected for device), y, -9.662721633911133, -9.66272163391113
"2016-11-15T15:40:32Z", Magnetometer (corrected for device), z, -29.64059448242188, -29.6405944824219
"2016-11-15T15:40:32Z", Magnetometer (corrected for device), Estimated Accuracy, High, High
"2016-11-15T15:40:33Z", Altimeter (Barometer), Relative Altitude, 1.15889549255371 Meters, 1.158895492553711
"2016-11-15T15:40:33Z", Altimeter (Barometer), Pressure, 101.03702545166 kPa, 101.0370254516602
"2016-11-15T15:40:34Z", Altimeter (Barometer), Relative Altitude, 1.06466865539551 Meters, 1.064668655395508
"2016-11-15T15:40:34Z", Altimeter (Barometer), Pressure, 101.038146972656 kPa, 101.0381469726562
"2016-11-15T15:40:35Z", Altimeter (Barometer), Relative Altitude, 0.95482063293457 Meters, 0.9548206329345703
"2016-11-15T15:40:35Z", Altimeter (Barometer), Pressure, 101.03946685791 kPa, 101.0394668579102
"2016-11-15T15:40:36Z", Altimeter (Barometer), Relative Altitude, 0.879741668701172 Meters, 0.8797416687011719
"2016-11-15T15:40:36Z", Altimeter (Barometer), Pressure, 101.040367126465 kPa, 101.0403671264648
"2016-11-15T15:40:37Z", Altimeter (Barometer), Relative Altitude, 0.879741668701172 Meters, 0.8797416687011719
"2016-11-15T15:40:37Z", Altimeter (Barometer), Pressure, 101.040367126465 kPa, 101.0403671264648
"2016-11-15T15:40:37Z", GPS, Enabled, Yes, true
"2016-11-15T15:40:37Z", GPS, Authorisation Status, Authorised When In Use, Authorised When In Use
"2016-11-15T15:40:37Z", GPS, Latitude, 42.3388014036948, 42.3388014036948
"2016-11-15T15:40:37Z", GPS, Longitude, -71.08819555127501, -71.088195551275
"2016-11-15T15:40:37Z", GPS, Altitude, 10.18999671936035 Meters, 10.1899967193604
"2016-11-15T15:40:37Z", GPS, Floor, No Data, NULL
"2016-11-15T15:40:37Z", GPS, Horizontal Accuracy, 65 Meters, 65.0
"2016-11-15T15:40:37Z", GPS, Vertical Accuracy, 10 Meters, 10.0
"2016-11-15T15:40:38Z", Altimeter (Barometer), Relative Altitude, 0.9512939453125 Meters, 0.9512939453125
"2016-11-15T15:40:38Z", Altimeter (Barometer), Pressure, 101.039505004883 kPa, 101.0395050048828
"2016-11-15T15:40:38Z", Gyrometer (raw), x, 0.004309793592075231, 0.00430979359207523
"2016-11-15T15:40:38Z", Gyrometer (raw), y, 0.003174221703265444, 0.00317422170326544
"2016-11-15T15:40:38Z", Gyrometer (raw), z, -0.0009574064118834861, -0.000957406411883486
"2016-11-15T15:40:38Z", WiFi, Connected SSID, NUwave, NUwave
"2016-11-15T15:40:38Z", WiFi, Connected BSSID, 18:64:72:2c:d9:f0, 18:64:72:2c:d9:f0
"2016-11-15T15:40:38Z", Microphone, Left Channel Level, -22.76521 dB, -22.7652
"2016-11-15T15:40:38Z", Microphone, Right Channel Level, -22.76521 dB, -22.7652
"2016-11-15T15:40:38Z", Screen, Screen Resolution (reported), 320 x 568 Points, ["height": 568.0, "width": 320.0]
"2016-11-15T15:40:38Z", Screen, Screen Resolution (native), 750 x 1334 Pixels, ["height": 1334.0, "width": 750.0]
"2016-11-15T15:40:38Z", Screen, Screen Scale (reported), 2, 2.0
"2016-11-15T15:40:38Z", Screen, Screen Scale (native), 2, 2.34375
"2016-11-15T15:40:38Z", Screen, Brightness, 55%, 0.551026523113251
"2016-11-15T15:40:38Z", Compass, Heading (True North), 104.297721862793º, 104.297721862793
"2016-11-15T15:40:38Z", Compass, Heading (Magnetic North), 118.9959106445312º, 118.995910644531
"2016-11-15T15:40:38Z", Compass, x, -7.101418495178223, -7.10141849517822
"2016-11-15T15:40:38Z", Compass, y, -9.811738967895508, -9.81173896789551
"2016-11-15T15:40:38Z", Compass, z, -30.09228515625, -30.09228515625
"2016-11-15T15:40:38Z", Storage, Total, 121.94 GB, 121937772544
"2016-11-15T15:40:38Z", Storage, Free, 48.18 GB, 48175792128
"2016-11-15T15:40:38Z", Storage, Used, 73.76 GB, 73761980416
"2016-11-15T15:40:38Z", Memory, Total, 2.1 GB, 2097152000.0
"2016-11-15T15:40:38Z", Memory, Free, 28 MB, 28016640.0
"2016-11-15T15:40:38Z", Memory, Used, 1.77 GB, 1769291776.0
"2016-11-15T15:40:38Z", Memory, Active, 1.04 GB, 1043955712.0
"2016-11-15T15:40:38Z", Memory, Inactive, 523.6 MB, 523567104.0
"2016-11-15T15:40:38Z", Memory, Wired, 201.8 MB, 201768960.0
"2016-11-15T15:40:38Z", Memory, Purgeable, 29 MB, 29032448.0
"2016-11-15T15:40:39Z", Altimeter (Barometer), Relative Altitude, 1.04098510742188 Meters, 1.040985107421875
"2016-11-15T15:40:39Z", Altimeter (Barometer), Pressure, 101.038436889648 kPa, 101.0384368896484
"2016-11-15T15:40:39Z", Accelerometer (raw), x, 0.022064208984375, 0.022064208984375
"2016-11-15T15:40:39Z", Accelerometer (raw), y, 0.00628662109375, 0.00628662109375
"2016-11-15T15:40:39Z", Accelerometer (raw), z, -0.9986114501953125, -0.998611450195312
"2016-11-15T15:40:39Z", GPS, Enabled, Yes, true
"2016-11-15T15:40:39Z", GPS, Authorisation Status, Authorised When In Use, Authorised When In Use
"2016-11-15T15:40:39Z", GPS, Latitude, 42.33884190872149, 42.3388419087215
"2016-11-15T15:40:39Z", GPS, Longitude, -71.08820928419921, -71.0882092841992
"2016-11-15T15:40:39Z", GPS, Altitude, 10.17364597320557 Meters, 10.1736459732056
"2016-11-15T15:40:39Z", GPS, Floor, No Data, NULL
"2016-11-15T15:40:39Z", GPS, Horizontal Accuracy, 65 Meters, 65.0
"2016-11-15T15:40:39Z", GPS, Vertical Accuracy, 10 Meters, 10.0
"2016-11-15T15:40:40Z", Altimeter (Barometer), Relative Altitude, 1.06013298034668 Meters, 1.06013298034668
"2016-11-15T15:40:40Z", Altimeter (Barometer), Pressure, 101.038200378418 kPa, 101.038200378418
"2016-11-15T15:40:41Z", Altimeter (Barometer), Relative Altitude, 1.06013298034668 Meters, 1.06013298034668
"2016-11-15T15:40:41Z", Altimeter (Barometer), Pressure, 101.038200378418 kPa, 101.038200378418
"2016-11-15T15:40:41Z", Magnetometer (raw), x, 4.864212036132812, 4.86421203613281
"2016-11-15T15:40:41Z", Magnetometer (raw), y, -16.05581665039062, -16.0558166503906
"2016-11-15T15:40:41Z", Magnetometer (raw), z, -389.7234802246094, -389.723480224609
"2016-11-15T15:40:41Z", Attitude, Roll, 0.0219427879301867, 0.0219427879301867
"2016-11-15T15:40:41Z", Attitude, Yaw, -1.525706567488341, -1.52570656748834
"2016-11-15T15:40:41Z", Attitude, Pitch, -0.006757137456089714, -0.00675713745608971
"2016-11-15T15:40:41Z", Attitude, Quarternion w, 0.7227941305682836, 0.722794130568284
"2016-11-15T15:40:41Z", Attitude, Quarternion x, 0.005138787586186317, 0.00513878758618632
"2016-11-15T15:40:41Z", Attitude, Quarternion y, 0.01026505983020789, 0.0102650598302079
"2016-11-15T15:40:41Z", Attitude, Quarternion z, -0.6909680645475789, -0.690968064547579
"2016-11-15T15:40:41Z", Gyrometer (smooth), x, 0.0005160430446267128, 0.000516043044626713
"2016-11-15T15:40:41Z", Gyrometer (smooth), y, 0.0004030961717944592, 0.000403096171794459
"2016-11-15T15:40:41Z", Gyrometer (smooth), z, 0.0001430253323633224, 0.000143025332363322
"2016-11-15T15:40:41Z", Acceleration (via Gravity), x, 0.02194052562117577, 0.0219405256211758
"2016-11-15T15:40:41Z", Acceleration (via Gravity), y, 0.006757086142897606, 0.00675708614289761
"2016-11-15T15:40:41Z", Acceleration (via Gravity), z, -0.9997364282608032, -0.999736428260803
"2016-11-15T15:40:41Z", Acceleration (total), x, 0.02194213807752021, 0.0219421380775202
"2016-11-15T15:40:41Z", Acceleration (total), y, 0.005874633905477822, 0.00587463390547782
"2016-11-15T15:40:41Z", Acceleration (total), z, -0.9966735693160444, -0.996673569316044
"2016-11-15T15:40:41Z", Magnetometer (corrected for device), x, -7.325814247131348, -7.32581424713135
"2016-11-15T15:40:41Z", Magnetometer (corrected for device), y, -9.962831497192383, -9.96283149719238
"2016-11-15T15:40:41Z", Magnetometer (corrected for device), z, -30.16867065429688, -30.1686706542969
"2016-11-15T15:40:41Z", Magnetometer (corrected for device), Estimated Accuracy, High, High
"2016-11-15T15:40:41Z", Acceleration (via User), x, 0.0000016124563444464, 1.6124563444464e-06
"2016-11-15T15:40:41Z", Acceleration (via User), y, -0.0008824522374197841, -0.000882452237419784
"2016-11-15T15:40:41Z", Acceleration (via User), z, 0.003062858944758773, 0.00306285894475877
"2016-11-15T15:40:41Z", Altimeter (Barometer), Relative Altitude, 1.05307769775391 Meters, 1.053077697753906
"2016-11-15T15:40:41Z", Altimeter (Barometer), Pressure, 101.038291931152 kPa, 101.0382919311523
"2016-11-15T15:40:42Z", Altimeter (Barometer), Relative Altitude, 1.05307769775391 Meters, 1.053077697753906
"2016-11-15T15:40:42Z", Altimeter (Barometer), Pressure, 101.038291931152 kPa, 101.0382919311523
"2016-11-15T15:40:43Z", Altimeter (Barometer), Relative Altitude, 1.05307769775391 Meters, 1.053077697753906
"2016-11-15T15:40:43Z", Altimeter (Barometer), Pressure, 101.038291931152 kPa, 101.0382919311523
"2016-11-15T15:40:44Z", Altimeter (Barometer), Relative Altitude, 1.0147819519043 Meters, 1.014781951904297
"2016-11-15T15:40:44Z", Altimeter (Barometer), Pressure, 101.038749694824 kPa, 101.0387496948242
"2016-11-15T15:40:45Z", Altimeter (Barometer), Relative Altitude, 0.940208435058594 Meters, 0.9402084350585938
"2016-11-15T15:40:45Z", Altimeter (Barometer), Pressure, 101.039642333984 kPa, 101.0396423339844
"2016-11-15T15:40:46Z", Altimeter (Barometer), Relative Altitude, 0.864120483398438 Meters, 0.8641204833984375
"2016-11-15T15:40:46Z", Altimeter (Barometer), Pressure, 101.040557861328 kPa, 101.0405578613281
"2016-11-15T15:40:47Z", Altimeter (Barometer), Relative Altitude, 0.79911994934082 Meters, 0.7991199493408203
"2016-11-15T15:40:47Z", Altimeter (Barometer), Pressure, 101.04133605957 kPa, 101.0413360595703
"2016-11-15T15:40:48Z", Proximity, Active, No, false
