Timestamp, Data Source, Data, Display Value, Raw Value
2016-11-21T20:13:10Z, GPS, Latitude, 42.3315360490627
2016-11-21T20:13:10Z, GPS, Longitude, -71.1099298764682
2016-11-21T20:13:10Z, GPS, Altitude, 33.9465942382812
2016-11-21T20:13:10Z, GPS, Horizontal Accuracy, 10.0
2016-11-21T20:13:10Z, Acceleration (via User), x, -0.0662032961845398
2016-11-21T20:13:10Z, Acceleration (via User), y, -0.0399943925440311
2016-11-21T20:13:10Z, Acceleration (via User), z, 0.104783460497856
2016-11-21T20:13:10Z, Magnetometer (corrected for device), x, 31.0735244750977
2016-11-21T20:13:10Z, Magnetometer (corrected for device), y, 10.1091613769531
2016-11-21T20:13:10Z, Magnetometer (corrected for device), z, -30.1549377441406
2016-11-21T20:13:10Z, Magnetometer (corrected for device), Estimated Accuracy, High
2016-11-21T20:13:10Z, Attitude, Roll, 0.502225953962407
2016-11-21T20:13:10Z, Attitude, Yaw, 1.90360666926112
2016-11-21T20:13:10Z, Attitude, Pitch, 0.252820948195802
2016-11-21T20:13:10Z, GPS, Latitude, 42.3315360490627
2016-11-21T20:13:10Z, GPS, Longitude, -71.1099298764682
2016-11-21T20:13:10Z, GPS, Altitude, 33.9465942382812
2016-11-21T20:13:10Z, GPS, Horizontal Accuracy, 10.0
2016-11-21T20:13:11Z, GPS, Latitude, 42.3315360490627
2016-11-21T20:13:11Z, GPS, Longitude, -71.1099298764682
2016-11-21T20:13:11Z, GPS, Altitude, 33.8426818847656
2016-11-21T20:13:11Z, GPS, Horizontal Accuracy, 10.0
2016-11-21T20:13:12Z, GPS, Latitude, 42.3315360490627
2016-11-21T20:13:12Z, GPS, Longitude, -71.1099298764682
2016-11-21T20:13:12Z, GPS, Altitude, 33.7401428222656
2016-11-21T20:13:12Z, GPS, Horizontal Accuracy, 10.0
2016-11-21T20:13:13Z, GPS, Latitude, 42.3315360490627
2016-11-21T20:13:13Z, GPS, Longitude, -71.1099298764682
2016-11-21T20:13:13Z, GPS, Altitude, 33.532958984375
2016-11-21T20:13:13Z, GPS, Horizontal Accuracy, 10.0
2016-11-21T20:13:14Z, GPS, Latitude, 42.3315360490627
2016-11-21T20:13:14Z, GPS, Longitude, -71.1099298764682
2016-11-21T20:13:14Z, GPS, Altitude, 33.4705200195312
2016-11-21T20:13:14Z, GPS, Horizontal Accuracy, 10.0
2016-11-21T20:13:15Z, GPS, Latitude, 42.3315360490627
2016-11-21T20:13:15Z, GPS, Longitude, -71.1099298764682
2016-11-21T20:13:15Z, GPS, Altitude, 33.4427795410156
2016-11-21T20:13:15Z, GPS, Horizontal Accuracy, 10.0
2016-11-21T20:13:16Z, GPS, Latitude, 42.3315360490627
2016-11-21T20:13:16Z, GPS, Longitude, -71.1099298764682
2016-11-21T20:13:16Z, GPS, Altitude, 33.6574096679688
2016-11-21T20:13:16Z, GPS, Horizontal Accuracy, 10.0
2016-11-21T20:13:17Z, GPS, Latitude, 42.3315360490627
2016-11-21T20:13:17Z, GPS, Longitude, -71.1099298764682
2016-11-21T20:13:17Z, GPS, Altitude, 33.78759765625
2016-11-21T20:13:17Z, GPS, Horizontal Accuracy, 10.0
2016-11-21T20:13:18Z, GPS, Latitude, 42.3315360490627
2016-11-21T20:13:18Z, GPS, Longitude, -71.1099298764682
2016-11-21T20:13:18Z, GPS, Altitude, 33.7259521484375
2016-11-21T20:13:18Z, GPS, Horizontal Accuracy, 10.0
2016-11-21T20:13:19Z, GPS, Latitude, 42.3315360490627
2016-11-21T20:13:19Z, GPS, Longitude, -71.1099298764682
2016-11-21T20:13:19Z, GPS, Altitude, 33.7028503417969
2016-11-21T20:13:19Z, GPS, Horizontal Accuracy, 10.0
2016-11-21T20:13:19Z, Magnetometer (corrected for device), x, -6.46767425537109
2016-11-21T20:13:19Z, Magnetometer (corrected for device), y, 39.1601257324219
