Timestamp, Data Source, Data, Display Value, Raw Value
2016-11-17T18:28:06Z, GPS, Latitude, 42.3388544801586
2016-11-17T18:28:06Z, GPS, Longitude, -71.0884231355337
2016-11-17T18:28:06Z, GPS, Altitude, 8.95486736297607
2016-11-17T18:28:06Z, GPS, Horizontal Accuracy, 65.0
2016-11-17T18:28:06Z, Acceleration (via User), x, -0.0186181906610727
2016-11-17T18:28:06Z, Acceleration (via User), y, -0.0022743244189769
2016-11-17T18:28:06Z, Acceleration (via User), z, 0.0671900808811188
2016-11-17T18:28:06Z, Attitude, Roll, -0.0168690537756709
2016-11-17T18:28:06Z, Attitude, Yaw, 2.50483984768553
2016-11-17T18:28:06Z, Attitude, Pitch, 0.173723301941545
2016-11-17T18:28:06Z, Magnetometer (corrected for device), x, -3.70607757568359
2016-11-17T18:28:06Z, Magnetometer (corrected for device), y, -39.1060028076172
2016-11-17T18:28:06Z, Magnetometer (corrected for device), z, -62.5819702148438
2016-11-17T18:28:06Z, Magnetometer (corrected for device), Estimated Accuracy, Medium
2016-11-17T18:28:06Z, GPS, Latitude, 42.3388544801586
2016-11-17T18:28:06Z, GPS, Longitude, -71.0884231355337
2016-11-17T18:28:06Z, GPS, Altitude, 8.95486736297607
2016-11-17T18:28:06Z, GPS, Horizontal Accuracy, 65.0
2016-11-17T18:28:12Z, GPS, Latitude, 42.3388748910202
2016-11-17T18:28:12Z, GPS, Longitude, -71.0884300631695
2016-11-17T18:28:12Z, GPS, Altitude, 8.95486736297607
2016-11-17T18:28:12Z, GPS, Horizontal Accuracy, 207.853434312125
2016-11-17T18:28:15Z, GPS, Latitude, 42.3388286351687
2016-11-17T18:28:15Z, GPS, Longitude, -71.0884118510909
2016-11-17T18:28:15Z, GPS, Altitude, 8.97137355804443
2016-11-17T18:28:15Z, GPS, Horizontal Accuracy, 65.0
2016-11-17T18:28:15Z, Magnetometer (corrected for device), x, 12.2205924987793
2016-11-17T18:28:15Z, Magnetometer (corrected for device), y, -25.1129169464111
2016-11-17T18:28:15Z, Magnetometer (corrected for device), z, -45.4963073730469
2016-11-17T18:28:15Z, Magnetometer (corrected for device), Estimated Accuracy, High
2016-11-17T18:28:15Z, Acceleration (via User), x, -0.000750394654460251
2016-11-17T18:28:15Z, Acceleration (via User), y, 0.00181082403287292
2016-11-17T18:28:15Z, Acceleration (via User), z, 0.00396842276677489
2016-11-17T18:28:15Z, Attitude, Roll, 0.0552497127843617
2016-11-17T18:28:15Z, Attitude, Yaw, 2.64952656866042
2016-11-17T18:28:15Z, Attitude, Pitch, 0.0213589568175485
2016-11-17T18:28:24Z, GPS, Latitude, 42.3388286367361
2016-11-17T18:28:24Z, GPS, Longitude, -71.0884118344563
2016-11-17T18:28:24Z, GPS, Altitude, 8.97137355804443
2016-11-17T18:28:24Z, GPS, Horizontal Accuracy, 65.0
2016-11-17T18:28:24Z, Magnetometer (corrected for device), x, 10.7860221862793
2016-11-17T18:28:24Z, Magnetometer (corrected for device), y, -22.7219104766846
2016-11-17T18:28:24Z, Magnetometer (corrected for device), z, -41.8697814941406
2016-11-17T18:28:24Z, Magnetometer (corrected for device), Estimated Accuracy, High
2016-11-17T18:28:24Z, Acceleration (via User), x, -0.00137697940226644
2016-11-17T18:28:24Z, Acceleration (via User), y, 0.00163520034402609
2016-11-17T18:28:24Z, Acceleration (via User), z, 0.0148779805749655
2016-11-17T18:28:24Z, Attitude, Roll, 0.0462031108548885
2016-11-17T18:28:24Z, Attitude, Yaw, 2.7973570313441
2016-11-17T18:28:24Z, Attitude, Pitch, 0.0206949050832
2016-11-17T18:28:26Z, GPS, Latitude, 42.3388235970516
2016-11-17T18:28:26Z, GPS, Longitude, -71.0883722996789
2016-11-17T18:28:26Z, GPS, Altitude, 8.8498420715332
2016-11-17T18:28:26Z, GPS, Horizontal Accuracy, 65.0
2016-11-17T18:28:33Z, Magnetometer (corrected for device), x, 10.5631370544434
2016-11-17T18:28:33Z, Magnetometer (corrected for device), y, -23.248140335083
2016-11-17T18:28:33Z, Magnetometer (corrected for device), z, -41.6501159667969
2016-11-17T18:28:33Z, Magnetometer (corrected for device), Estimated Accuracy, High
2016-11-17T18:28:33Z, Acceleration (via User), x, 0.00049993401626125
2016-11-17T18:28:33Z, Acceleration (via User), y, -0.000609939219430089
2016-11-17T18:28:33Z, Acceleration (via User), z, 0.0127149447798729
2016-11-17T18:28:33Z, Attitude, Roll, 0.0459887133642999
2016-11-17T18:28:33Z, Attitude, Yaw, 2.79823076286043
2016-11-17T18:28:33Z, Attitude, Pitch, 0.0202502093890164
2016-11-17T18:28:35Z, GPS, Latitude, 42.3388235204761
2016-11-17T18:28:35Z, GPS, Longitude, -71.0883716951897
2016-11-17T18:28:35Z, GPS, Altitude, 8.8498420715332
2016-11-17T18:28:35Z, GPS, Horizontal Accuracy, 65.0
2016-11-17T18:28:37Z, GPS, Latitude, 42.3388265420733
2016-11-17T18:28:37Z, GPS, Longitude, -71.0883723994262
