Timestamp, Data Source, Data, Display Value, Raw Value
2016-11-19T21:09:14Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T21:09:16Z, GPS, Latitude, 42.3387732772475
2016-11-19T21:09:16Z, GPS, Longitude, -71.0881962165676
2016-11-19T21:09:16Z, GPS, Altitude, 10.0819797515869
2016-11-19T21:09:16Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T21:09:23Z, Attitude, Roll, 0.00617659237650921
2016-11-19T21:09:23Z, Attitude, Yaw, -0.204259088561781
2016-11-19T21:09:23Z, Attitude, Pitch, -0.0123691261931159
2016-11-19T21:09:23Z, Acceleration (via User), x, -0.00109490391332656
2016-11-19T21:09:23Z, Acceleration (via User), y, 0.000707971455994993
2016-11-19T21:09:23Z, Acceleration (via User), z, 0.00562647543847561
2016-11-19T21:09:23Z, Magnetometer (corrected for device), x, -8.23549270629883
2016-11-19T21:09:23Z, Magnetometer (corrected for device), y, 7.89762115478516
2016-11-19T21:09:23Z, Magnetometer (corrected for device), z, -34.9289855957031
2016-11-19T21:09:23Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T21:09:25Z, GPS, Latitude, 42.3387734008432
2016-11-19T21:09:25Z, GPS, Longitude, -71.0881960165477
2016-11-19T21:09:25Z, GPS, Altitude, 10.0819797515869
2016-11-19T21:09:25Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T21:09:27Z, GPS, Latitude, 42.3388107137259
2016-11-19T21:09:27Z, GPS, Longitude, -71.0882216367347
2016-11-19T21:09:27Z, GPS, Altitude, 10.0956516265869
2016-11-19T21:09:27Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T21:09:32Z, Attitude, Roll, 0.0062599660583852
2016-11-19T21:09:32Z, Attitude, Yaw, -0.221180233232972
2016-11-19T21:09:32Z, Attitude, Pitch, -0.0105080527166668
2016-11-19T21:09:32Z, Acceleration (via User), x, 0.000118594260129612
2016-11-19T21:09:32Z, Acceleration (via User), y, -5.55888291273732e-05
2016-11-19T21:09:32Z, Acceleration (via User), z, 0.00204617017880082
2016-11-19T21:09:32Z, Magnetometer (corrected for device), x, -9.28487014770508
2016-11-19T21:09:32Z, Magnetometer (corrected for device), y, 7.74245452880859
2016-11-19T21:09:32Z, Magnetometer (corrected for device), z, -35.07958984375
2016-11-19T21:09:32Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T21:09:36Z, GPS, Latitude, 42.3388108240185
2016-11-19T21:09:36Z, GPS, Longitude, -71.0882214540073
2016-11-19T21:09:36Z, GPS, Altitude, 10.0956516265869
2016-11-19T21:09:36Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T21:09:37Z, GPS, Latitude, 42.3388336227289
2016-11-19T21:09:37Z, GPS, Longitude, -71.0882358463303
2016-11-19T21:09:37Z, GPS, Altitude, 10.1095275878906
2016-11-19T21:09:37Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T21:09:38Z, GPS, Latitude, 42.3388403275079
2016-11-19T21:09:38Z, GPS, Longitude, -71.0882402760603
2016-11-19T21:09:38Z, GPS, Altitude, 10.1226005554199
2016-11-19T21:09:38Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T21:09:41Z, Attitude, Roll, 0.00614238276045095
2016-11-19T21:09:41Z, Attitude, Yaw, -0.221207222453334
2016-11-19T21:09:41Z, Attitude, Pitch, -0.0106035695939223
2016-11-19T21:09:41Z, Acceleration (via User), x, 0.000480315618915483
2016-11-19T21:09:41Z, Acceleration (via User), y, -0.000212135535548441
2016-11-19T21:09:41Z, Acceleration (via User), z, 0.00485350843518972
2016-11-19T21:09:41Z, Magnetometer (corrected for device), x, -8.68698501586914
2016-11-19T21:09:41Z, Magnetometer (corrected for device), y, 8.27051544189453
2016-11-19T21:09:41Z, Magnetometer (corrected for device), z, -35.2246398925781
2016-11-19T21:09:41Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T21:09:47Z, GPS, Latitude, 42.3388404271936
2016-11-19T21:09:47Z, GPS, Longitude, -71.0882401077956
2016-11-19T21:09:47Z, GPS, Altitude, 10.1226005554199
2016-11-19T21:09:47Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T21:09:50Z, Attitude, Roll, 0.00618730945916368
2016-11-19T21:09:50Z, Attitude, Yaw, -0.220936995496041
2016-11-19T21:09:50Z, Attitude, Pitch, -0.0105488953948827
2016-11-19T21:09:50Z, Acceleration (via User), x, -0.000739538052584976
2016-11-19T21:09:50Z, Acceleration (via User), y, -0.000706780818291008
2016-11-19T21:09:50Z, Acceleration (via User), z, 0.00337370694614947
2016-11-19T21:09:50Z, Magnetometer (corrected for device), x, -8.7604866027832
2016-11-19T21:09:50Z, Magnetometer (corrected for device), y, 7.89519500732422
2016-11-19T21:09:50Z, Magnetometer (corrected for device), z, -35.3034973144531
2016-11-19T21:09:50Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T21:09:55Z, GPS, Latitude, 42.3388298786811
2016-11-19T21:09:55Z, GPS, Longitude, -71.0882369192454
2016-11-19T21:09:55Z, GPS, Altitude, 10.1267871856689
2016-11-19T21:09:55Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T21:09:55Z, GPS, Latitude, 42.3388268260163
2016-11-19T21:09:55Z, GPS, Longitude, -71.0882359965413
2016-11-19T21:09:55Z, GPS, Altitude, 10.1304788589478
2016-11-19T21:09:55Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T21:09:59Z, Attitude, Roll, 0.00618048658969715
2016-11-19T21:09:59Z, Attitude, Yaw, -0.220552333922115
2016-11-19T21:09:59Z, Attitude, Pitch, -0.0105484085015531
2016-11-19T21:09:59Z, Acceleration (via User), x, 0.000930492300540209
2016-11-19T21:09:59Z, Acceleration (via User), y, -0.000279047846561298
2016-11-19T21:09:59Z, Acceleration (via User), z, 0.00525058526545763
2016-11-19T21:09:59Z, Magnetometer (corrected for device), x, -8.6116828918457
2016-11-19T21:09:59Z, Magnetometer (corrected for device), y, 8.19593048095703
2016-11-19T21:09:59Z, Magnetometer (corrected for device), z, -35.3004760742188
2016-11-19T21:09:59Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T21:10:04Z, GPS, Latitude, 42.3388269141774
2016-11-19T21:10:04Z, GPS, Longitude, -71.0882358487632
2016-11-19T21:10:04Z, GPS, Altitude, 10.1304788589478
2016-11-19T21:10:04Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T21:10:07Z, GPS, Latitude, 42.3388275736693
2016-11-19T21:10:07Z, GPS, Longitude, -71.0882345756319
2016-11-19T21:10:07Z, GPS, Altitude, 10.1403923034668
2016-11-19T21:10:07Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T21:10:08Z, Attitude, Roll, 0.00614262617164904
2016-11-19T21:10:08Z, Attitude, Yaw, -0.22048296473705
2016-11-19T21:10:08Z, Attitude, Pitch, -0.0106194332891012
2016-11-19T21:10:08Z, Acceleration (via User), x, -0.00035916012711823
2016-11-19T21:10:08Z, Acceleration (via User), y, -0.000365327432518825
2016-11-19T21:10:08Z, Acceleration (via User), z, 0.00434979842975736
2016-11-19T21:10:08Z, Magnetometer (corrected for device), x, -8.83728408813477
2016-11-19T21:10:08Z, Magnetometer (corrected for device), y, 8.34462738037109
2016-11-19T21:10:08Z, Magnetometer (corrected for device), z, -34.9237060546875
2016-11-19T21:10:08Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T21:10:16Z, GPS, Latitude, 42.3388276547694
2016-11-19T21:10:16Z, GPS, Longitude, -71.0882344396942
2016-11-19T21:10:16Z, GPS, Altitude, 10.1403923034668
2016-11-19T21:10:16Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T21:10:17Z, Attitude, Roll, 0.00625424757494353
2016-11-19T21:10:17Z, Attitude, Yaw, -0.220704915924939
2016-11-19T21:10:17Z, Attitude, Pitch, -0.0107808683319728
2016-11-19T21:10:17Z, Acceleration (via User), x, 0.000109071690530982
2016-11-19T21:10:17Z, Acceleration (via User), y, -0.000877705402672291
2016-11-19T21:10:17Z, Acceleration (via User), z, 0.00443893205374479
2016-11-19T21:10:17Z, Magnetometer (corrected for device), x, -8.53638076782227
2016-11-19T21:10:17Z, Magnetometer (corrected for device), y, 8.12119293212891
2016-11-19T21:10:17Z, Magnetometer (corrected for device), z, -35.0763854980469
2016-11-19T21:10:17Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T21:10:19Z, GPS, Latitude, 42.3388269684677
2016-11-19T21:10:19Z, GPS, Longitude, -71.0882400384308
2016-11-19T21:10:19Z, GPS, Altitude, 10.1499891281128
2016-11-19T21:10:19Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T21:10:26Z, Attitude, Roll, 0.00613622970697768
2016-11-19T21:10:26Z, Attitude, Yaw, -0.220830461672072
2016-11-19T21:10:26Z, Attitude, Pitch, -0.0107443000562509
2016-11-19T21:10:26Z, Acceleration (via User), x, -0.000749484461266547
2016-11-19T21:10:26Z, Acceleration (via User), y, 0.000226976000703871
2016-11-19T21:10:26Z, Acceleration (via User), z, 0.00335668260231614
2016-11-19T21:10:26Z, Magnetometer (corrected for device), x, -8.91107559204102
2016-11-19T21:10:26Z, Magnetometer (corrected for device), y, 8.04431915283203
2016-11-19T21:10:26Z, Magnetometer (corrected for device), z, -35.0768127441406
2016-11-19T21:10:26Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T21:10:28Z, GPS, Latitude, 42.3388270433629
2016-11-19T21:10:28Z, GPS, Longitude, -71.0882399127435
2016-11-19T21:10:28Z, GPS, Altitude, 10.1499891281128
2016-11-19T21:10:28Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T21:10:30Z, GPS, Latitude, 42.338854777335
2016-11-19T21:10:30Z, GPS, Longitude, -71.0882558306883
2016-11-19T21:10:30Z, GPS, Altitude, 10.1196813583374
2016-11-19T21:10:30Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T21:10:35Z, Attitude, Roll, 0.00611327290685869
2016-11-19T21:10:35Z, Attitude, Yaw, -0.220674359477542
2016-11-19T21:10:35Z, Attitude, Pitch, -0.0106263010692307
2016-11-19T21:10:35Z, Acceleration (via User), x, 0.00107399991247803
2016-11-19T21:10:35Z, Acceleration (via User), y, -0.000509523961227387
2016-11-19T21:10:35Z, Acceleration (via User), z, 0.00424309354275465
2016-11-19T21:10:35Z, Magnetometer (corrected for device), x, -8.61108779907227
2016-11-19T21:10:35Z, Magnetometer (corrected for device), y, 8.04590606689453
2016-11-19T21:10:35Z, Magnetometer (corrected for device), z, -35.2270812988281
2016-11-19T21:10:35Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T21:10:39Z, GPS, Latitude, 42.3388548458419
2016-11-19T21:10:39Z, GPS, Longitude, -71.0882557137961
2016-11-19T21:10:39Z, GPS, Altitude, 10.1196813583374
2016-11-19T21:10:39Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T21:10:42Z, GPS, Latitude, 42.3388353774391
2016-11-19T21:10:42Z, GPS, Longitude, -71.0882407054715
2016-11-19T21:10:42Z, GPS, Altitude, 10.1321620941162
2016-11-19T21:10:42Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T21:10:44Z, Acceleration (via User), x, 0.000921631522942334
2016-11-19T21:10:44Z, Acceleration (via User), y, 0.00257936073467135
2016-11-19T21:10:44Z, Acceleration (via User), z, 0.00192233850248158
2016-11-19T21:10:44Z, Attitude, Roll, 0.00614358086721776
2016-11-19T21:10:44Z, Attitude, Yaw, -0.220329570682572
2016-11-19T21:10:44Z, Attitude, Pitch, -0.0107417687844604
2016-11-19T21:10:44Z, Magnetometer (corrected for device), x, -8.61198806762695
2016-11-19T21:10:44Z, Magnetometer (corrected for device), y, 8.27092742919922
2016-11-19T21:10:44Z, Magnetometer (corrected for device), z, -35.2997131347656
2016-11-19T21:10:44Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T21:10:51Z, GPS, Latitude, 42.3388354416141
2016-11-19T21:10:51Z, GPS, Longitude, -71.088240597349
2016-11-19T21:10:51Z, GPS, Altitude, 10.1321620941162
2016-11-19T21:10:51Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T21:10:53Z, Attitude, Roll, 0.00615693045057604
2016-11-19T21:10:53Z, Attitude, Yaw, -0.22020736294331
2016-11-19T21:10:53Z, Attitude, Pitch, -0.0106070629232602
2016-11-19T21:10:53Z, Acceleration (via User), x, -0.000480275659356266
2016-11-19T21:10:53Z, Acceleration (via User), y, 0.000501534435898066
2016-11-19T21:10:53Z, Acceleration (via User), z, 0.00325120892375708
2016-11-19T21:10:53Z, Magnetometer (corrected for device), x, -8.91168594360352
2016-11-19T21:10:53Z, Magnetometer (corrected for device), y, 8.19454193115234
2016-11-19T21:10:53Z, Magnetometer (corrected for device), z, -35.5252075195312
2016-11-19T21:10:53Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T21:10:54Z, GPS, Latitude, 42.3388225914311
2016-11-19T21:10:54Z, GPS, Longitude, -71.0882353114966
2016-11-19T21:10:54Z, GPS, Altitude, 10.1357011795044
2016-11-19T21:10:54Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T21:11:02Z, Attitude, Roll, 0.00610772924293493
2016-11-19T21:11:02Z, Attitude, Yaw, -0.22035182705091
2016-11-19T21:11:02Z, Attitude, Pitch, -0.01051194459646
2016-11-19T21:11:02Z, Acceleration (via User), x, 0.000240302426391281
2016-11-19T21:11:02Z, Acceleration (via User), y, -0.000349397480022162
2016-11-19T21:11:02Z, Acceleration (via User), z, 0.00421381881460547
2016-11-19T21:11:02Z, Magnetometer (corrected for device), x, -8.91138076782227
2016-11-19T21:11:02Z, Magnetometer (corrected for device), y, 8.11942291259766
2016-11-19T21:11:02Z, Magnetometer (corrected for device), z, -35.3009948730469
2016-11-19T21:11:02Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T21:11:03Z, GPS, Latitude, 42.3388226514903
2016-11-19T21:11:03Z, GPS, Longitude, -71.0882352110177
2016-11-19T21:11:03Z, GPS, Altitude, 10.1357011795044
2016-11-19T21:11:03Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T21:11:05Z, GPS, Latitude, 42.3388311075883
2016-11-19T21:11:05Z, GPS, Longitude, -71.0882347369166
2016-11-19T21:11:05Z, GPS, Altitude, 10.1403932571411
2016-11-19T21:11:05Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T21:11:11Z, Attitude, Roll, 0.00608637146967888
2016-11-19T21:11:11Z, Attitude, Yaw, -0.22077047230344
2016-11-19T21:11:11Z, Attitude, Pitch, -0.0107034323192605
2016-11-19T21:11:11Z, Acceleration (via User), x, 0.000353223731508479
2016-11-19T21:11:11Z, Acceleration (via User), y, -0.0012427787296474
2016-11-19T21:11:11Z, Acceleration (via User), z, 0.0056615024805069
2016-11-19T21:11:11Z, Magnetometer (corrected for device), x, -8.53638076782227
2016-11-19T21:11:11Z, Magnetometer (corrected for device), y, 8.12114715576172
2016-11-19T21:11:11Z, Magnetometer (corrected for device), z, -35.0013732910156
2016-11-19T21:11:11Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T21:11:14Z, GPS, Latitude, 42.3388311634415
2016-11-19T21:11:14Z, GPS, Longitude, -71.0882346431371
2016-11-19T21:11:14Z, GPS, Altitude, 10.1403932571411
2016-11-19T21:11:14Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T21:11:17Z, GPS, Latitude, 42.3388302517564
2016-11-19T21:11:17Z, GPS, Longitude, -71.0882345963198
2016-11-19T21:11:17Z, GPS, Altitude, 10.140025138855
2016-11-19T21:11:17Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T21:11:20Z, Attitude, Roll, 0.00636820963420408
2016-11-19T21:11:20Z, Attitude, Yaw, -0.220586642934601
2016-11-19T21:11:20Z, Attitude, Pitch, -0.0106671384521343
2016-11-19T21:11:20Z, Acceleration (via User), x, -0.00146973296068609
2016-11-19T21:11:20Z, Acceleration (via User), y, -0.000718205701559782
2016-11-19T21:11:20Z, Acceleration (via User), z, 0.00424106791615486
2016-11-19T21:11:20Z, Magnetometer (corrected for device), x, -8.76108169555664
2016-11-19T21:11:20Z, Magnetometer (corrected for device), y, 8.04503631591797
2016-11-19T21:11:20Z, Magnetometer (corrected for device), z, -35.0019226074219
2016-11-19T21:11:20Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T21:11:26Z, GPS, Latitude, 42.3388303040284
2016-11-19T21:11:26Z, GPS, Longitude, -71.0882345085883
2016-11-19T21:11:26Z, GPS, Altitude, 10.140025138855
2016-11-19T21:11:26Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T21:11:29Z, GPS, Latitude, 42.3388405230181
2016-11-19T21:11:29Z, GPS, Longitude, -71.088236809912
2016-11-19T21:11:29Z, GPS, Altitude, 10.1328258514404
2016-11-19T21:11:29Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T21:11:29Z, Acceleration (via User), x, -0.00182533066254109
2016-11-19T21:11:29Z, Acceleration (via User), y, -0.000213799052289687
2016-11-19T21:11:29Z, Acceleration (via User), z, 0.00344898249022663
2016-11-19T21:11:29Z, Attitude, Roll, 0.00635758724534021
2016-11-19T21:11:29Z, Attitude, Yaw, -0.220799790118685
2016-11-19T21:11:29Z, Attitude, Pitch, -0.0105441946375881
2016-11-19T21:11:29Z, Magnetometer (corrected for device), x, -8.68727493286133
2016-11-19T21:11:29Z, Magnetometer (corrected for device), y, 8.34560394287109
2016-11-19T21:11:29Z, Magnetometer (corrected for device), z, -35.3738403320312
2016-11-19T21:11:29Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T21:11:38Z, GPS, Latitude, 42.3388405718126
2016-11-19T21:11:38Z, GPS, Longitude, -71.0882367276026
2016-11-19T21:11:38Z, GPS, Altitude, 10.1328258514404
2016-11-19T21:11:38Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T21:11:38Z, Acceleration (via User), x, 0.00046414096141234
2016-11-19T21:11:38Z, Acceleration (via User), y, 0.00165977887809277
2016-11-19T21:11:38Z, Acceleration (via User), z, 0.00259410450235009
2016-11-19T21:11:38Z, Attitude, Roll, 0.00631115840734926
2016-11-19T21:11:38Z, Attitude, Yaw, -0.220411858388093
2016-11-19T21:11:38Z, Attitude, Pitch, -0.010608486547264
2016-11-19T21:11:38Z, Magnetometer (corrected for device), x, -8.76228713989258
2016-11-19T21:11:38Z, Magnetometer (corrected for device), y, 8.34499359130859
2016-11-19T21:11:38Z, Magnetometer (corrected for device), z, -34.9237670898438
2016-11-19T21:11:38Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T21:11:40Z, GPS, Latitude, 42.3388534923818
2016-11-19T21:11:40Z, GPS, Longitude, -71.0882483329285
2016-11-19T21:11:40Z, GPS, Altitude, 10.1124563217163
2016-11-19T21:11:40Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T21:11:47Z, Acceleration (via User), x, 0.000275608355877921
2016-11-19T21:11:47Z, Acceleration (via User), y, 9.32441980694421e-05
2016-11-19T21:11:47Z, Acceleration (via User), z, 0.00575283402577043
2016-11-19T21:11:47Z, Attitude, Roll, 0.00616399117399278
2016-11-19T21:11:47Z, Attitude, Yaw, -0.220347312210202
2016-11-19T21:11:47Z, Attitude, Pitch, -0.0106796638933102
2016-11-19T21:11:47Z, Magnetometer (corrected for device), x, -8.53699111938477
2016-11-19T21:11:47Z, Magnetometer (corrected for device), y, 8.27111053466797
2016-11-19T21:11:47Z, Magnetometer (corrected for device), z, -34.9247741699219
2016-11-19T21:11:47Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T21:11:49Z, GPS, Latitude, 42.338854545705
2016-11-19T21:11:49Z, GPS, Longitude, -71.0882465394272
2016-11-19T21:11:49Z, GPS, Altitude, 10.1124563217163
2016-11-19T21:11:49Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T21:11:52Z, GPS, Latitude, 42.3388457379543
2016-11-19T21:11:52Z, GPS, Longitude, -71.0882427262174
2016-11-19T21:11:52Z, GPS, Altitude, 10.1086864471436
2016-11-19T21:11:52Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T21:11:56Z, Attitude, Roll, 0.00619486592914419
2016-11-19T21:11:56Z, Attitude, Yaw, -0.220410216032619
2016-11-19T21:11:56Z, Attitude, Pitch, -0.0105297630945232
2016-11-19T21:11:56Z, Acceleration (via User), x, 0.000870336429215968
2016-11-19T21:11:56Z, Acceleration (via User), y, 0.000151583837578073
2016-11-19T21:11:56Z, Acceleration (via User), z, 0.0048387055285275
2016-11-19T21:11:56Z, Magnetometer (corrected for device), x, -8.98637771606445
2016-11-19T21:11:56Z, Magnetometer (corrected for device), y, 8.11893463134766
2016-11-19T21:11:56Z, Magnetometer (corrected for device), z, -35.0759582519531
2016-11-19T21:11:56Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T21:12:01Z, GPS, Latitude, 42.3388465405081
2016-11-19T21:12:01Z, GPS, Longitude, -71.0882413667492
2016-11-19T21:12:01Z, GPS, Altitude, 10.1086864471436
2016-11-19T21:12:01Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T21:12:04Z, GPS, Latitude, 42.3388266894133
2016-11-19T21:12:04Z, GPS, Longitude, -71.0882303052222
2016-11-19T21:12:04Z, GPS, Altitude, 10.1009178161621
2016-11-19T21:12:04Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T21:12:05Z, Attitude, Roll, 0.00629441400843188
2016-11-19T21:12:05Z, Attitude, Yaw, -0.219640954729408
2016-11-19T21:12:05Z, Attitude, Pitch, -0.0105065887831209
2016-11-19T21:12:05Z, Acceleration (via User), x, -0.000129474254208617
2016-11-19T21:12:05Z, Acceleration (via User), y, -0.000374559545889497
2016-11-19T21:12:05Z, Acceleration (via User), z, 0.00346503662876785
2016-11-19T21:12:05Z, Magnetometer (corrected for device), x, -8.68547439575195
2016-11-19T21:12:05Z, Magnetometer (corrected for device), y, 7.89548492431641
2016-11-19T21:12:05Z, Magnetometer (corrected for device), z, -35.153564453125
2016-11-19T21:12:05Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T21:12:13Z, GPS, Latitude, 42.3388273239231
2016-11-19T21:12:13Z, GPS, Longitude, -71.0882292434881
2016-11-19T21:12:13Z, GPS, Altitude, 10.1009178161621
2016-11-19T21:12:13Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T21:12:14Z, Attitude, Roll, 0.00613818679067679
2016-11-19T21:12:14Z, Attitude, Yaw, -0.219123499926547
2016-11-19T21:12:14Z, Attitude, Pitch, -0.0105330554185705
2016-11-19T21:12:14Z, Acceleration (via User), x, 0.00014881334209349
2016-11-19T21:12:14Z, Acceleration (via User), y, -0.000767235644161701
2016-11-19T21:12:14Z, Acceleration (via User), z, 0.00494583183899522
2016-11-19T21:12:14Z, Magnetometer (corrected for device), x, -8.83638381958008
2016-11-19T21:12:14Z, Magnetometer (corrected for device), y, 8.11969757080078
2016-11-19T21:12:14Z, Magnetometer (corrected for device), z, -35.0760803222656
2016-11-19T21:12:14Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T21:12:15Z, GPS, Latitude, 42.3388225203783
2016-11-19T21:12:15Z, GPS, Longitude, -71.0882182259359
2016-11-19T21:12:15Z, GPS, Altitude, 10.06125831604
2016-11-19T21:12:15Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T21:12:23Z, Attitude, Roll, 0.00628798936719466
2016-11-19T21:12:23Z, Attitude, Yaw, -0.21916093175942
2016-11-19T21:12:23Z, Attitude, Pitch, -0.0104252242963959
2016-11-19T21:12:23Z, Acceleration (via User), x, -0.00016883181524463
2016-11-19T21:12:23Z, Acceleration (via User), y, -0.000552598910871893
2016-11-19T21:12:23Z, Acceleration (via User), z, 0.00277928309515119
2016-11-19T21:12:23Z, Magnetometer (corrected for device), x, -8.91228103637695
2016-11-19T21:12:23Z, Magnetometer (corrected for device), y, 8.34420013427734
2016-11-19T21:12:23Z, Magnetometer (corrected for device), z, -34.8486328125
2016-11-19T21:12:23Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T21:12:24Z, GPS, Latitude, 42.3388230327771
2016-11-19T21:12:24Z, GPS, Longitude, -71.0882173730119
2016-11-19T21:12:24Z, GPS, Altitude, 10.06125831604
2016-11-19T21:12:24Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T21:12:27Z, GPS, Latitude, 42.3388269685551
2016-11-19T21:12:27Z, GPS, Longitude, -71.088234646063
2016-11-19T21:12:27Z, GPS, Altitude, 10.0793857574463
2016-11-19T21:12:27Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T21:12:32Z, Attitude, Roll, 0.00615915910137769
2016-11-19T21:12:32Z, Attitude, Yaw, -0.219322182757339
2016-11-19T21:12:32Z, Attitude, Pitch, -0.0106294788516728
2016-11-19T21:12:32Z, Acceleration (via User), x, -0.000726643309462816
2016-11-19T21:12:32Z, Acceleration (via User), y, -0.000909430033061653
2016-11-19T21:12:32Z, Acceleration (via User), z, 0.00314414571039379
2016-11-19T21:12:32Z, Magnetometer (corrected for device), x, -8.9119758605957
2016-11-19T21:12:32Z, Magnetometer (corrected for device), y, 8.26946258544922
2016-11-19T21:12:32Z, Magnetometer (corrected for device), z, -35.3744201660156
2016-11-19T21:12:32Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T21:12:36Z, GPS, Latitude, 42.3388273888593
2016-11-19T21:12:36Z, GPS, Longitude, -71.0882339418221
2016-11-19T21:12:36Z, GPS, Altitude, 10.0793857574463
2016-11-19T21:12:36Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T21:12:39Z, GPS, Latitude, 42.3388257857086
2016-11-19T21:12:39Z, GPS, Longitude, -71.088232288517
2016-11-19T21:12:39Z, GPS, Altitude, 10.0936059951782
2016-11-19T21:12:39Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T21:12:41Z, Acceleration (via User), x, -0.000509530422277749
2016-11-19T21:12:41Z, Acceleration (via User), y, -2.27312848437577e-05
2016-11-19T21:12:41Z, Acceleration (via User), z, 0.0026249208021909
2016-11-19T21:12:41Z, Attitude, Roll, 0.0063082653007419
2016-11-19T21:12:41Z, Attitude, Yaw, -0.219810841454067
2016-11-19T21:12:41Z, Attitude, Pitch, -0.0105820108096312
2016-11-19T21:12:41Z, Magnetometer (corrected for device), x, -8.91167068481445
2016-11-19T21:12:41Z, Magnetometer (corrected for device), y, 8.19435882568359
2016-11-19T21:12:41Z, Magnetometer (corrected for device), z, -35.1502075195312
2016-11-19T21:12:41Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T21:12:48Z, GPS, Latitude, 42.3388261375638
2016-11-19T21:12:48Z, GPS, Longitude, -71.0882316996614
2016-11-19T21:12:48Z, GPS, Altitude, 10.0936059951782
2016-11-19T21:12:48Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T21:12:50Z, GPS, Latitude, 42.3388396373316
2016-11-19T21:12:50Z, GPS, Longitude, -71.0882401206078
2016-11-19T21:12:50Z, GPS, Altitude, 10.0811462402344
2016-11-19T21:12:50Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T21:12:50Z, Acceleration (via User), x, 0.000299147679470479
2016-11-19T21:12:50Z, Acceleration (via User), y, -0.00132038735318929
2016-11-19T21:12:50Z, Acceleration (via User), z, 0.00354093150235713
