Timestamp, Data Source, Data, Display Value, Raw Value
2016-11-19T23:03:15Z, Attitude, Yaw, -0.132614655570922
2016-11-19T23:03:15Z, Attitude, Pitch, -0.0877005794952542
2016-11-19T23:03:15Z, Acceleration (via User), x, 0.000165918652783148
2016-11-19T23:03:15Z, Acceleration (via User), y, -0.0007962072850205
2016-11-19T23:03:15Z, Acceleration (via User), z, 0.00474873185157776
2016-11-19T23:03:15Z, Magnetometer (corrected for device), x, -8.6425666809082
2016-11-19T23:03:15Z, Magnetometer (corrected for device), y, 15.9168014526367
2016-11-19T23:03:15Z, Magnetometer (corrected for device), z, -27.3443908691406
2016-11-19T23:03:15Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T23:03:16Z, GPS, Latitude, 42.3388679373341
2016-11-19T23:03:16Z, GPS, Longitude, -71.0882648283992
2016-11-19T23:03:16Z, GPS, Altitude, 10.0160799026489
2016-11-19T23:03:16Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T23:03:18Z, GPS, Latitude, 42.3388363687024
2016-11-19T23:03:18Z, GPS, Longitude, -71.0882553089255
2016-11-19T23:03:18Z, GPS, Altitude, 10.0240612030029
2016-11-19T23:03:18Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T23:03:24Z, Attitude, Roll, -0.0174392392809531
2016-11-19T23:03:24Z, Attitude, Yaw, -0.132744232576942
2016-11-19T23:03:24Z, Attitude, Pitch, -0.0877399279446528
2016-11-19T23:03:24Z, Acceleration (via User), x, -0.000161073054187
2016-11-19T23:03:24Z, Acceleration (via User), y, -0.00126265047583729
2016-11-19T23:03:24Z, Acceleration (via User), z, 0.00463832123205066
2016-11-19T23:03:24Z, Magnetometer (corrected for device), x, -8.64226150512695
2016-11-19T23:03:24Z, Magnetometer (corrected for device), y, 15.841911315918
2016-11-19T23:03:24Z, Magnetometer (corrected for device), z, -27.5701599121094
2016-11-19T23:03:24Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T23:03:27Z, GPS, Latitude, 42.3388365822154
2016-11-19T23:03:27Z, GPS, Longitude, -71.0882549475982
2016-11-19T23:03:27Z, GPS, Altitude, 10.0240612030029
2016-11-19T23:03:27Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T23:03:30Z, GPS, Latitude, 42.3388616223014
2016-11-19T23:03:30Z, GPS, Longitude, -71.0882641978409
2016-11-19T23:03:30Z, GPS, Altitude, 10.0129098892212
2016-11-19T23:03:30Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T23:03:33Z, Attitude, Roll, -0.0173407828013563
2016-11-19T23:03:33Z, Attitude, Yaw, -0.132794862076002
2016-11-19T23:03:33Z, Attitude, Pitch, -0.0876411197738205
2016-11-19T23:03:33Z, Acceleration (via User), x, 0.000198777750483714
2016-11-19T23:03:33Z, Acceleration (via User), y, -0.000767493504099548
2016-11-19T23:03:33Z, Acceleration (via User), z, 0.00435876147821546
2016-11-19T23:03:33Z, Magnetometer (corrected for device), x, -8.94375991821289
2016-11-19T23:03:33Z, Magnetometer (corrected for device), y, 16.215705871582
2016-11-19T23:03:33Z, Magnetometer (corrected for device), z, -28.1659545898438
2016-11-19T23:03:33Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T23:03:39Z, GPS, Latitude, 42.338861808076
2016-11-19T23:03:39Z, GPS, Longitude, -71.0882638790989
2016-11-19T23:03:39Z, GPS, Altitude, 10.0129098892212
2016-11-19T23:03:39Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T23:03:42Z, GPS, Latitude, 42.3388557990438
2016-11-19T23:03:42Z, GPS, Longitude, -71.0882639623537
2016-11-19T23:03:42Z, GPS, Altitude, 10.0096254348755
2016-11-19T23:03:42Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T23:03:42Z, Attitude, Roll, -0.0173436520591012
2016-11-19T23:03:42Z, Attitude, Yaw, -0.132139905072559
2016-11-19T23:03:42Z, Attitude, Pitch, -0.0875625519473293
2016-11-19T23:03:42Z, Acceleration (via User), x, 6.44256797386333e-05
2016-11-19T23:03:42Z, Acceleration (via User), y, -7.88753895903938e-05
2016-11-19T23:03:42Z, Acceleration (via User), z, 0.00392307993024588
2016-11-19T23:03:42Z, Magnetometer (corrected for device), x, -9.0169563293457
2016-11-19T23:03:42Z, Magnetometer (corrected for device), y, 15.7652206420898
2016-11-19T23:03:42Z, Magnetometer (corrected for device), z, -27.9456176757812
2016-11-19T23:03:42Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T23:03:51Z, GPS, Latitude, 42.3388559641099
2016-11-19T23:03:51Z, GPS, Longitude, -71.0882636799236
2016-11-19T23:03:51Z, GPS, Altitude, 10.0096254348755
2016-11-19T23:03:51Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T23:03:51Z, Attitude, Roll, -0.0174073658688046
2016-11-19T23:03:51Z, Attitude, Yaw, -0.132320539477521
2016-11-19T23:03:51Z, Attitude, Pitch, -0.0876571474384538
2016-11-19T23:03:51Z, Acceleration (via User), x, -0.000360539503162727
2016-11-19T23:03:51Z, Acceleration (via User), y, 0.000727160484530032
2016-11-19T23:03:51Z, Acceleration (via User), z, 0.003959477879107
2016-11-19T23:03:51Z, Magnetometer (corrected for device), x, -8.79227066040039
2016-11-19T23:03:51Z, Magnetometer (corrected for device), y, 15.8412399291992
2016-11-19T23:03:51Z, Magnetometer (corrected for device), z, -27.7200317382812
2016-11-19T23:03:51Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T23:03:53Z, GPS, Latitude, 42.3388671169644
2016-11-19T23:03:53Z, GPS, Longitude, -71.0882672215312
2016-11-19T23:03:53Z, GPS, Altitude, 9.99965190887451
2016-11-19T23:03:53Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T23:04:00Z, Attitude, Roll, -0.0172297517062108
2016-11-19T23:04:00Z, Attitude, Yaw, -0.132101853393281
2016-11-19T23:04:00Z, Attitude, Pitch, -0.0877960714809827
2016-11-19T23:04:00Z, Acceleration (via User), x, 0.000484683958347887
2016-11-19T23:04:00Z, Acceleration (via User), y, -0.000845555507112294
2016-11-19T23:04:00Z, Acceleration (via User), z, 0.00352312601171434
2016-11-19T23:04:00Z, Magnetometer (corrected for device), x, -8.71696853637695
2016-11-19T23:04:00Z, Magnetometer (corrected for device), y, 15.7666091918945
2016-11-19T23:04:00Z, Magnetometer (corrected for device), z, -27.7208862304688
2016-11-19T23:04:00Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T23:04:02Z, GPS, Latitude, 42.3388672635065
2016-11-19T23:04:02Z, GPS, Longitude, -71.088266969318
2016-11-19T23:04:02Z, GPS, Altitude, 9.99965190887451
2016-11-19T23:04:02Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T23:04:05Z, GPS, Latitude, 42.3388363559946
2016-11-19T23:04:05Z, GPS, Longitude, -71.0882589865897
2016-11-19T23:04:05Z, GPS, Altitude, 10.0079956054688
2016-11-19T23:04:05Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T23:04:09Z, Attitude, Roll, -0.0172694622561032
2016-11-19T23:04:09Z, Attitude, Yaw, -0.132311941383223
2016-11-19T23:04:09Z, Attitude, Pitch, -0.0879231640784035
2016-11-19T23:04:09Z, Acceleration (via User), x, 0.00043249037116766
2016-11-19T23:04:09Z, Acceleration (via User), y, -5.66305388929322e-05
2016-11-19T23:04:09Z, Acceleration (via User), z, 0.00460992613807321
2016-11-19T23:04:09Z, Magnetometer (corrected for device), x, -8.7913703918457
2016-11-19T23:04:09Z, Magnetometer (corrected for device), y, 15.6161575317383
2016-11-19T23:04:09Z, Magnetometer (corrected for device), z, -27.5723876953125
2016-11-19T23:04:09Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T23:04:14Z, GPS, Latitude, 42.338836489482
2016-11-19T23:04:14Z, GPS, Longitude, -71.0882587604805
2016-11-19T23:04:14Z, GPS, Altitude, 10.0079956054688
2016-11-19T23:04:14Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T23:04:16Z, GPS, Latitude, 42.3388225992061
2016-11-19T23:04:16Z, GPS, Longitude, -71.0882312078208
2016-11-19T23:04:16Z, GPS, Altitude, 10.0129766464233
2016-11-19T23:04:16Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T23:04:18Z, Attitude, Roll, -0.0172428781962872
2016-11-19T23:04:18Z, Attitude, Yaw, -0.132698490838567
2016-11-19T23:04:18Z, Attitude, Pitch, -0.0879326063548372
2016-11-19T23:04:18Z, Acceleration (via User), x, 0.000177116802660748
2016-11-19T23:04:18Z, Acceleration (via User), y, -0.00107311643660069
2016-11-19T23:04:18Z, Acceleration (via User), z, 0.00422808434814215
2016-11-19T23:04:18Z, Magnetometer (corrected for device), x, -8.64287185668945
2016-11-19T23:04:18Z, Magnetometer (corrected for device), y, 15.9918594360352
2016-11-19T23:04:18Z, Magnetometer (corrected for device), z, -27.4936218261719
2016-11-19T23:04:18Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T23:04:26Z, GPS, Latitude, 42.338822720503
2016-11-19T23:04:26Z, GPS, Longitude, -71.0882310050722
2016-11-19T23:04:26Z, GPS, Altitude, 10.0129766464233
2016-11-19T23:04:26Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T23:04:27Z, Attitude, Roll, -0.0174067265943521
2016-11-19T23:04:27Z, Attitude, Yaw, -0.132866409904592
2016-11-19T23:04:27Z, Attitude, Pitch, -0.087831935050379
2016-11-19T23:04:27Z, Acceleration (via User), x, -0.000147819795529358
2016-11-19T23:04:27Z, Acceleration (via User), y, -0.000408258434617892
2016-11-19T23:04:27Z, Acceleration (via User), z, 0.00411202106624842
2016-11-19T23:04:27Z, Magnetometer (corrected for device), x, -8.64436721801758
2016-11-19T23:04:27Z, Magnetometer (corrected for device), y, 16.366813659668
2016-11-19T23:04:27Z, Magnetometer (corrected for device), z, -27.4146728515625
2016-11-19T23:04:27Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T23:04:28Z, GPS, Latitude, 42.3388297842727
2016-11-19T23:04:28Z, GPS, Longitude, -71.0882483035036
2016-11-19T23:04:28Z, GPS, Altitude, 10.0173988342285
2016-11-19T23:04:28Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T23:04:36Z, Attitude, Roll, -0.0172456694820137
2016-11-19T23:04:36Z, Attitude, Yaw, -0.132702416009616
2016-11-19T23:04:36Z, Attitude, Pitch, -0.0877692965946146
2016-11-19T23:04:36Z, Acceleration (via User), x, 8.85912450030446e-05
2016-11-19T23:04:36Z, Acceleration (via User), y, 0.000264490314293653
2016-11-19T23:04:36Z, Acceleration (via User), z, 0.00384563440456986
2016-11-19T23:04:36Z, Magnetometer (corrected for device), x, -8.94226455688477
2016-11-19T23:04:36Z, Magnetometer (corrected for device), y, 15.8403396606445
2016-11-19T23:04:36Z, Magnetometer (corrected for device), z, -27.4198913574219
2016-11-19T23:04:36Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T23:04:37Z, GPS, Latitude, 42.3388298940294
2016-11-19T23:04:37Z, GPS, Longitude, -71.088248118642
2016-11-19T23:04:37Z, GPS, Altitude, 10.0173988342285
2016-11-19T23:04:37Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T23:04:40Z, GPS, Latitude, 42.3388453781409
2016-11-19T23:04:40Z, GPS, Longitude, -71.0882607320492
2016-11-19T23:04:40Z, GPS, Altitude, 10.0178842544556
2016-11-19T23:04:40Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T23:04:45Z, Attitude, Roll, -0.0172524245003397
2016-11-19T23:04:45Z, Attitude, Yaw, -0.132064723420938
2016-11-19T23:04:45Z, Attitude, Pitch, -0.0879522043786239
2016-11-19T23:04:45Z, Acceleration (via User), x, 0.000720652751624584
2016-11-19T23:04:45Z, Acceleration (via User), y, -0.00104686233680695
2016-11-19T23:04:45Z, Acceleration (via User), z, 0.00495862122625113
2016-11-19T23:04:45Z, Magnetometer (corrected for device), x, -9.09315872192383
2016-11-19T23:04:45Z, Magnetometer (corrected for device), y, 16.0646133422852
2016-11-19T23:04:45Z, Magnetometer (corrected for device), z, -27.4924011230469
2016-11-19T23:04:45Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T23:04:49Z, GPS, Latitude, 42.3388454775481
2016-11-19T23:04:49Z, GPS, Longitude, -71.08826056294
2016-11-19T23:04:49Z, GPS, Altitude, 10.0178842544556
2016-11-19T23:04:49Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T23:04:51Z, GPS, Latitude, 42.3388371310497
2016-11-19T23:04:51Z, GPS, Longitude, -71.0882549074755
2016-11-19T23:04:51Z, GPS, Altitude, 10.0286102294922
2016-11-19T23:04:51Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T23:04:54Z, Acceleration (via User), x, -0.000407584564527497
2016-11-19T23:04:54Z, Acceleration (via User), y, 8.2334634498693e-05
2016-11-19T23:04:54Z, Acceleration (via User), z, 0.00423359638080001
2016-11-19T23:04:54Z, Attitude, Roll, -0.0171615819964228
2016-11-19T23:04:54Z, Attitude, Yaw, -0.132177143056248
2016-11-19T23:04:54Z, Attitude, Pitch, -0.0880593841066316
2016-11-19T23:04:54Z, Magnetometer (corrected for device), x, -8.86636734008789
2016-11-19T23:04:54Z, Magnetometer (corrected for device), y, 15.6157150268555
2016-11-19T23:04:54Z, Magnetometer (corrected for device), z, -27.4223327636719
2016-11-19T23:04:54Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T23:05:00Z, GPS, Latitude, 42.3388372224051
2016-11-19T23:05:00Z, GPS, Longitude, -71.0882547528538
2016-11-19T23:05:00Z, GPS, Altitude, 10.0286102294922
2016-11-19T23:05:00Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T23:05:03Z, Attitude, Roll, -0.0172845692445479
2016-11-19T23:05:03Z, Attitude, Yaw, -0.132070636023047
2016-11-19T23:05:03Z, Attitude, Pitch, -0.0878797034696553
2016-11-19T23:05:03Z, Acceleration (via User), x, 0.000264497211901471
2016-11-19T23:05:03Z, Acceleration (via User), y, -0.000303254724713042
2016-11-19T23:05:03Z, Acceleration (via User), z, 0.00462873978540301
2016-11-19T23:05:03Z, Magnetometer (corrected for device), x, -8.6425666809082
2016-11-19T23:05:03Z, Magnetometer (corrected for device), y, 15.9167556762695
2016-11-19T23:05:03Z, Magnetometer (corrected for device), z, -27.2694091796875
2016-11-19T23:05:03Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T23:05:03Z, GPS, Latitude, 42.3388168365847
2016-11-19T23:05:03Z, GPS, Longitude, -71.0882261402703
2016-11-19T23:05:03Z, GPS, Altitude, 10.0393667221069
2016-11-19T23:05:03Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T23:05:12Z, Attitude, Roll, -0.0170895814231898
2016-11-19T23:05:12Z, Attitude, Yaw, -0.132269686621763
2016-11-19T23:05:12Z, Attitude, Pitch, -0.0878537204403841
2016-11-19T23:05:12Z, Acceleration (via User), x, 0.000695939874276519
2016-11-19T23:05:12Z, Acceleration (via User), y, 0.000241426896536723
2016-11-19T23:05:12Z, Acceleration (via User), z, 0.00448177009820938
2016-11-19T23:05:12Z, Magnetometer (corrected for device), x, -8.79317092895508
2016-11-19T23:05:12Z, Magnetometer (corrected for device), y, 16.0659713745117
2016-11-19T23:05:12Z, Magnetometer (corrected for device), z, -27.1926574707031
2016-11-19T23:05:12Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T23:05:12Z, GPS, Latitude, 42.3388169212815
2016-11-19T23:05:12Z, GPS, Longitude, -71.0882259991907
2016-11-19T23:05:12Z, GPS, Altitude, 10.0393667221069
2016-11-19T23:05:12Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T23:05:15Z, GPS, Latitude, 42.3388206190062
2016-11-19T23:05:15Z, GPS, Longitude, -71.0882428835836
2016-11-19T23:05:15Z, GPS, Altitude, 10.0416774749756
2016-11-19T23:05:15Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T23:05:21Z, Attitude, Roll, -0.017150052276459
2016-11-19T23:05:21Z, Attitude, Yaw, -0.132062122954278
2016-11-19T23:05:21Z, Attitude, Pitch, -0.0875529564537971
2016-11-19T23:05:21Z, Acceleration (via User), x, 0.000878690741956234
2016-11-19T23:05:21Z, Acceleration (via User), y, 5.27536576555576e-05
2016-11-19T23:05:21Z, Acceleration (via User), z, 0.00504113687202334
2016-11-19T23:05:21Z, Magnetometer (corrected for device), x, -8.71756362915039
2016-11-19T23:05:21Z, Magnetometer (corrected for device), y, 15.9163436889648
2016-11-19T23:05:21Z, Magnetometer (corrected for device), z, -27.1943054199219
2016-11-19T23:05:21Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T23:05:24Z, GPS, Latitude, 42.3388206969873
2016-11-19T23:05:24Z, GPS, Longitude, -71.08824275292
2016-11-19T23:05:24Z, GPS, Altitude, 10.0416774749756
2016-11-19T23:05:24Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T23:05:26Z, GPS, Latitude, 42.3388573482703
2016-11-19T23:05:26Z, GPS, Longitude, -71.0882610928302
2016-11-19T23:05:26Z, GPS, Altitude, 10.0300636291504
2016-11-19T23:05:26Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T23:05:30Z, Attitude, Roll, -0.0172446639667116
2016-11-19T23:05:30Z, Attitude, Yaw, -0.131388729216788
2016-11-19T23:05:30Z, Attitude, Pitch, -0.087721297004302
2016-11-19T23:05:30Z, Acceleration (via User), x, 0.000530167191755027
2016-11-19T23:05:30Z, Acceleration (via User), y, 0.000724292534869164
2016-11-19T23:05:30Z, Acceleration (via User), z, 0.00589453522115946
2016-11-19T23:05:30Z, Magnetometer (corrected for device), x, -8.9428596496582
2016-11-19T23:05:30Z, Magnetometer (corrected for device), y, 15.9902114868164
2016-11-19T23:05:30Z, Magnetometer (corrected for device), z, -27.1932983398438
2016-11-19T23:05:30Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T23:05:35Z, GPS, Latitude, 42.3388574193055
2016-11-19T23:05:35Z, GPS, Longitude, -71.0882609713899
2016-11-19T23:05:35Z, GPS, Altitude, 10.0300636291504
2016-11-19T23:05:35Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T23:05:38Z, GPS, Latitude, 42.3388399161436
2016-11-19T23:05:38Z, GPS, Longitude, -71.0882560226582
2016-11-19T23:05:38Z, GPS, Altitude, 10.0373315811157
2016-11-19T23:05:38Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T23:05:39Z, Attitude, Roll, -0.0172583187939591
2016-11-19T23:05:39Z, Attitude, Yaw, -0.131198192119414
2016-11-19T23:05:39Z, Attitude, Pitch, -0.0878516148862371
2016-11-19T23:05:39Z, Acceleration (via User), x, 0.000925040047150105
2016-11-19T23:05:39Z, Acceleration (via User), y, -0.000885626068338752
2016-11-19T23:05:39Z, Acceleration (via User), z, 0.00368561106733978
2016-11-19T23:05:39Z, Magnetometer (corrected for device), x, -8.71725845336914
2016-11-19T23:05:39Z, Magnetometer (corrected for device), y, 15.8414993286133
2016-11-19T23:05:39Z, Magnetometer (corrected for device), z, -27.4951171875
2016-11-19T23:05:39Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T23:05:47Z, GPS, Latitude, 42.3388399825444
2016-11-19T23:05:47Z, GPS, Longitude, -71.0882559101201
2016-11-19T23:05:47Z, GPS, Altitude, 10.0373315811157
2016-11-19T23:05:47Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T23:05:48Z, Attitude, Roll, -0.017270117962027
2016-11-19T23:05:48Z, Attitude, Yaw, -0.13126750590726
2016-11-19T23:05:48Z, Attitude, Pitch, -0.0878325767022485
2016-11-19T23:05:48Z, Acceleration (via User), x, -0.000100776880572084
2016-11-19T23:05:48Z, Acceleration (via User), y, -0.00117183709517121
2016-11-19T23:05:48Z, Acceleration (via User), z, 0.00441950000822544
2016-11-19T23:05:48Z, Magnetometer (corrected for device), x, -8.56906509399414
2016-11-19T23:05:48Z, Magnetometer (corrected for device), y, 16.2923049926758
2016-11-19T23:05:48Z, Magnetometer (corrected for device), z, -27.6405334472656
2016-11-19T23:05:48Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T23:05:50Z, GPS, Latitude, 42.3388380741789
2016-11-19T23:05:50Z, GPS, Longitude, -71.0882516771388
2016-11-19T23:05:50Z, GPS, Altitude, 10.0404195785522
2016-11-19T23:05:50Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T23:05:57Z, Attitude, Roll, -0.0171415542616191
2016-11-19T23:05:57Z, Attitude, Yaw, -0.131626629607878
2016-11-19T23:05:57Z, Attitude, Pitch, -0.087960594311075
2016-11-19T23:05:57Z, Acceleration (via User), x, 6.08983318670653e-05
2016-11-19T23:05:57Z, Acceleration (via User), y, -0.00071952649159357
2016-11-19T23:05:57Z, Acceleration (via User), z, 0.00444098468869925
2016-11-19T23:05:57Z, Magnetometer (corrected for device), x, -8.56756973266602
2016-11-19T23:05:57Z, Magnetometer (corrected for device), y, 15.917350769043
2016-11-19T23:05:57Z, Magnetometer (corrected for device), z, -27.7194519042969
2016-11-19T23:05:57Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T23:05:59Z, GPS, Latitude, 42.3388381359967
2016-11-19T23:05:59Z, GPS, Longitude, -71.0882515725623
2016-11-19T23:05:59Z, GPS, Altitude, 10.0404195785522
2016-11-19T23:05:59Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T23:06:01Z, GPS, Latitude, 42.3388451611301
2016-11-19T23:06:01Z, GPS, Longitude, -71.0882570003215
2016-11-19T23:06:01Z, GPS, Altitude, 10.0433511734009
2016-11-19T23:06:01Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T23:06:06Z, Attitude, Roll, -0.0171702134586467
2016-11-19T23:06:06Z, Attitude, Yaw, -0.132433552056539
2016-11-19T23:06:06Z, Attitude, Pitch, -0.0877809025324118
2016-11-19T23:06:06Z, Acceleration (via User), x, -1.83945576281985e-06
2016-11-19T23:06:06Z, Acceleration (via User), y, -0.000342163722962141
2016-11-19T23:06:06Z, Acceleration (via User), z, 0.00375435780733824
2016-11-19T23:06:06Z, Magnetometer (corrected for device), x, -9.09195327758789
2016-11-19T23:06:06Z, Magnetometer (corrected for device), y, 15.7646560668945
2016-11-19T23:06:06Z, Magnetometer (corrected for device), z, -27.5705261230469
2016-11-19T23:06:06Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T23:06:10Z, GPS, Latitude, 42.3388452186311
2016-11-19T23:06:10Z, GPS, Longitude, -71.0882569026392
2016-11-19T23:06:10Z, GPS, Altitude, 10.0433511734009
2016-11-19T23:06:10Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T23:06:13Z, GPS, Latitude, 42.3388633501987
2016-11-19T23:06:13Z, GPS, Longitude, -71.0882647137114
2016-11-19T23:06:13Z, GPS, Altitude, 10.0313329696655
2016-11-19T23:06:13Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T23:06:15Z, Attitude, Roll, -0.017122719666889
2016-11-19T23:06:15Z, Attitude, Yaw, -0.132573914324888
2016-11-19T23:06:15Z, Attitude, Pitch, -0.0879528825135162
2016-11-19T23:06:15Z, Acceleration (via User), x, 0.000530432153027505
2016-11-19T23:06:15Z, Acceleration (via User), y, -0.000818656000774354
2016-11-19T23:06:15Z, Acceleration (via User), z, 0.00589156849309802
2016-11-19T23:06:15Z, Magnetometer (corrected for device), x, -8.64197158813477
2016-11-19T23:06:15Z, Magnetometer (corrected for device), y, 15.7669906616211
2016-11-19T23:06:15Z, Magnetometer (corrected for device), z, -27.720947265625
2016-11-19T23:06:15Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T23:06:22Z, GPS, Latitude, 42.3388634035472
2016-11-19T23:06:22Z, GPS, Longitude, -71.0882646222454
2016-11-19T23:06:22Z, GPS, Altitude, 10.0313329696655
2016-11-19T23:06:22Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T23:06:24Z, Acceleration (via User), x, -0.000461033108877018
2016-11-19T23:06:24Z, Acceleration (via User), y, -0.000771992723457515
2016-11-19T23:06:24Z, Acceleration (via User), z, 0.00432410975918174
2016-11-19T23:06:24Z, Attitude, Roll, -0.0173527393088837
2016-11-19T23:06:24Z, Attitude, Yaw, -0.132468348895768
2016-11-19T23:06:24Z, Attitude, Pitch, -0.0878600845199634
2016-11-19T23:06:24Z, Magnetometer (corrected for device), x, -8.71696853637695
2016-11-19T23:06:24Z, Magnetometer (corrected for device), y, 15.7665023803711
2016-11-19T23:06:24Z, Magnetometer (corrected for device), z, -27.4959106445312
2016-11-19T23:06:24Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T23:06:24Z, GPS, Latitude, 42.3388400670606
2016-11-19T23:06:24Z, GPS, Longitude, -71.0882550164658
2016-11-19T23:06:24Z, GPS, Altitude, 10.0379323959351
2016-11-19T23:06:24Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T23:06:33Z, Attitude, Roll, -0.017333564492091
2016-11-19T23:06:33Z, Attitude, Yaw, -0.132114903567851
2016-11-19T23:06:33Z, Attitude, Pitch, -0.0878281330801468
2016-11-19T23:06:33Z, Acceleration (via User), x, 0.000404927268391475
2016-11-19T23:06:33Z, Acceleration (via User), y, -0.000389212334994227
2016-11-19T23:06:33Z, Acceleration (via User), z, 0.00409836182370782
2016-11-19T23:06:33Z, Magnetometer (corrected for device), x, -8.64197158813477
2016-11-19T23:06:33Z, Magnetometer (corrected for device), y, 15.7669448852539
2016-11-19T23:06:33Z, Magnetometer (corrected for device), z, -27.6459655761719
2016-11-19T23:06:33Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T23:06:42Z, Attitude, Roll, -0.0174089847367619
2016-11-19T23:06:42Z, Attitude, Yaw, -0.131870754393689
2016-11-19T23:06:42Z, Attitude, Pitch, -0.0877100552280233
2016-11-19T23:06:42Z, Acceleration (via User), x, 0.000251343793934211
2016-11-19T23:06:42Z, Acceleration (via User), y, -0.000286847760435194
2016-11-19T23:06:42Z, Acceleration (via User), z, 0.00435154605656862
2016-11-19T23:06:42Z, Magnetometer (corrected for device), x, -8.79376602172852
2016-11-19T23:06:42Z, Magnetometer (corrected for device), y, 16.2163467407227
2016-11-19T23:06:42Z, Magnetometer (corrected for device), z, -27.9411010742188
2016-11-19T23:06:42Z, Magnetometer (corrected for device), Estimated Accuracy, Uncalibrated
2016-11-19T23:06:42Z, GPS, Latitude, 42.3388413804204
2016-11-19T23:06:42Z, GPS, Longitude, -71.0882527901255
2016-11-19T23:06:42Z, GPS, Altitude, 10.0379323959351
2016-11-19T23:06:42Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T23:06:45Z, GPS, Latitude, 42.3388304045458
2016-11-19T23:06:45Z, GPS, Longitude, -71.0882548350224
2016-11-19T23:06:45Z, GPS, Altitude, 10.043438911438
2016-11-19T23:06:45Z, GPS, Horizontal Accuracy, 65.0
2016-11-19T23:06:51Z, Attitude, Roll, -0.017364549407944
2016-11-19T23:06:51Z, Attitude, Yaw, -0.131935781633532
2016-11-19T23:06:51Z, Attitude, Pitch, -0.0877175086904608
2016-11-19T23:06:51Z, Acceleration (via User), x, 0.000100263117928989
2016-11-19T23:06:51Z, Acceleration (via User), y, -0.000675742281600833
2016-11-19T23:06:51Z, Acceleration (via User), z, 0.00390915805473924
