TIMESTAMP,DISTANCE,AVG_LAT,AVG_LNG,GPS_ACCURACY,AVG_SPEED_BY_GPS,ACCLERATOR_STD,MAX_ACCLERATOR,MIN_ACCLERATOR,PERCENTILE_25_ACCLERATOR,PERCENTILE_75_ACCLERATOR,ACCLERATOR_ENTROPY,AVG_ROLL,AVG_YAW,AVG_PITCH,WEEK_DAY,LABEL1,LABEL2
1479651480,5.491268071791411,42.33167305127003,-71.109938012153009,10.300555534644076,0.09152113452985684,0.0010436412979120996,0.0025792134386647698,0.00049193084284057079,0.0010137514917966206,0.0020573927897087202,0.69314718055994529,-0.31272569080857998,0.3887761792968899,-0.27217022320332002,0,0,6
1479651510,5.491268071791411,42.331688439350998,-71.109942272574187,10.104541055528374,0.09152113452985684,0.00092990237671596249,0.0025792134386647698,2.4248538191896626e-05,3.3686335324296056e-05,0.00037914901735253267,1.7917594692280547,-0.18799040860597915,-1.4985873739265116,-0.35889955731029954,0,0,6
1479651540,0.0,42.331696646327501,-71.109944544798793,10.0,0.0,6.6587316542542828e-06,4.0803540888418414e-05,1.9010333328101478e-05,2.5594916141661597e-05,3.372334262084273e-05,1.945910149055313,-0.12553319387317213,-2.4415935771927257,-0.40241342148021031,0,0,6
1479651570,0.0,42.331696646327501,-71.109944544798793,10.0,0.0,6.1531946394250661e-06,3.9745168931423232e-05,1.9010333328101478e-05,2.7554427215666991e-05,3.1362165725099119e-05,1.7917594692280547,-0.12535970759494083,-2.4404278409504383,-0.40257265370397016,0,0,6
1479651600,0.0,42.331696646327501,-71.109944544798793,10.0,0.0,5.0988352935893412e-06,3.9745168931423232e-05,2.1007072130716788e-05,2.8116960987522336e-05,2.9951702075879351e-05,1.945910149055313,-0.12530844511102929,-2.44055750717092,-0.40254641911055655,0,0,6
1479651630,0.0,42.331696646327501,-71.109944544798793,10.0,0.0,3.0772723562805647e-06,3.1546968614619914e-05,2.1007072130716788e-05,2.6323372031778409e-05,2.8723291896298032e-05,1.945910149055313,-0.1253054036671423,-2.4407536713996598,-0.40256009713832469,0,0,6
1479651660,0.0,42.331696646327501,-71.109944544798793,10.0,0.0,2.6820763062664744e-06,3.1546968614619914e-05,2.2818788975014587e-05,2.507054091839159e-05,2.7114237117928589e-05,1.7917594692280547,-0.12530089121556151,-2.440831592751862,-0.40251147670885512,0,0,6
1479651690,0.0,42.331696646327501,-71.109944544798793,10.0,0.0,4.086929822091708e-06,3.4769019364084099e-05,2.2818788975014587e-05,2.5914861395579679e-05,3.229441049923588e-05,1.945910149055313,-0.12526605373774399,-2.4411085572935485,-0.40245933776070331,0,0,6
1479651720,0.0,42.331696646327501,-71.109944544798793,10.0,0.0,2.9869298454266161e-06,3.4769019364084099e-05,2.6191047610519043e-05,2.7502268222151252e-05,3.229441049923588e-05,1.945910149055313,-0.1252945282066967,-2.4412448419171198,-0.40245352217860664,0,0,6
1479651750,0.0,42.331696646327501,-71.109944544798793,10.0,0.0,4.2297341271782726e-06,3.5708408609663796e-05,2.6029389387388989e-05,2.6480163528990964e-05,3.3675330409384991e-05,1.7917594692280547,-0.12531770271678602,-2.4411584003186584,-0.40246948888262807,0,0,6
1479651780,0.0,42.331696646327501,-71.109944544798793,10.0,0.0,6.3457369873563862e-06,3.5708408609663796e-05,1.9159061475875e-05,2.215782608038005e-05,3.3108981337022144e-05,1.945910149055313,-0.12520331850564798,-2.4405890206628844,-0.40252698965963291,0,0,6
1479651810,0.0,42.331696646327501,-71.109944544798793,10.0,0.0,5.9541739162771766e-06,3.4898258606091054e-05,1.9159061475875e-05,2.215782608038005e-05,3.2379116452343804e-05,1.945910149055313,-0.12515863598055002,-2.4398548951945438,-0.40253238158319776,0,0,6
1479651840,0.0,42.331696646327501,-71.109944544798793,10.0,0.0,3.4709498657785724e-06,3.5467783862683846e-05,2.5236435968014538e-05,3.1154329524332903e-05,3.4729119552032803e-05,1.7917594692280547,-0.12514291793369733,-2.4391452060148953,-0.40254850565329675,0,0,6
1479651870,0.0,42.331696646327501,-71.109944544798793,10.0,0.0,3.7658771002771172e-06,3.7729569290978715e-05,2.6446349975258467e-05,2.9219450461701136e-05,3.4305415376162764e-05,1.945910149055313,-0.12510054016578742,-2.4394391296815683,-0.40255676249850586,0,0,6
1479651900,0.0,42.331696646327501,-71.109944544798793,10.0,0.0,3.7861885387220973e-06,3.7729569290978715e-05,2.6446349975258467e-05,2.7583599727712797e-05,3.2908233165100309e-05,1.945910149055313,-0.12507334224492872,-2.4399313109387242,-0.40250968666222958,0,0,6
1479651930,0.0,42.331696646327501,-71.109944544798793,10.0,0.0,2.5785716085558185e-06,3.2673419440558949e-05,2.5143406395746895e-05,2.723678094998464e-05,3.0847735590393018e-05,1.7917594692280547,-0.125103429545489,-2.4404126568477382,-0.40247223019493644,0,0,6
1479651960,0.0,42.331696646327501,-71.109944544798793,10.0,0.0,2.5534027215194735e-06,3.1529036298225333e-05,2.5041510356153978e-05,2.5462231163882623e-05,2.9326132209976077e-05,1.945910149055313,-0.12203088427023671,-2.4406770373812425,-0.40091147838780083,0,0,6
1479651990,0.0,42.331696646327501,-71.109944544798793,10.0,0.0,2.8212363390188659e-06,3.2238724531162339e-05,2.4419530762122788e-05,2.5411283144086164e-05,2.9786896131491071e-05,1.945910149055313,-0.11962545558301829,-2.4407610214737128,-0.39971766929361296,0,0,6
1479652020,0.0,42.331696646327501,-71.109944544798793,10.0,0.0,4.1873496576033464e-06,3.3340618871160186e-05,2.2597603338008894e-05,2.386388326700918e-05,3.1239234958132625e-05,1.7917594692280547,-0.119507260938789,-2.4410988559230749,-0.39964650602249813,0,0,6
1479652050,0.0,42.331696646327501,-71.109944544798793,10.0,0.0,4.3337861228488288e-06,3.3340618871160186e-05,2.2210114622387363e-05,2.3138135386656771e-05,2.888018169571892e-05,1.945910149055313,-0.11949597266243073,-2.4412886427028084,-0.3996575055228217,0,0,6
1479652080,0.0,42.331696646327501,-71.109944544798793,10.0,0.0,4.8627964435883171e-06,3.5919457717184494e-05,2.2210114622387363e-05,2.3732226669759299e-05,2.888018169571892e-05,1.945910149055313,-0.1194569658413587,-2.4414108352709758,-0.39967300203867617,0,0,6
1479652110,0.0,42.331696646327501,-71.109944544798793,10.0,0.0,4.43320710374544e-06,3.5919457717184494e-05,2.3668017557170362e-05,2.4492924251515801e-05,3.1355111550685471e-05,1.7917594692280547,-0.11937234267534269,-2.4419387954957519,-0.39964842373443082,0,0,6
1479652140,0.0,42.331696646327501,-71.109944544798793,10.0,0.0,5.9325280418007705e-06,3.4707061357654592e-05,1.8808801983797992e-05,2.3122957367977243e-05,3.2723061762180648e-05,1.945910149055313,-0.1193673115564327,-2.4421958411821718,-0.39962851126649607,0,0,6
1479652170,0.0,42.331696646327501,-71.109944544798793,10.0,0.0,6.6245432308461005e-06,3.4707061357654592e-05,1.7817355375408909e-05,1.9236163530366982e-05,3.0950165189111115e-05,1.945910149055313,-0.11934765365059571,-2.4424469092595649,-0.39955018437049833,0,0,6
1479652200,0.0,42.331696646327501,-71.109944544798793,10.0,0.0,4.0908365950028093e-06,2.8859861684144799e-05,1.7817355375408909e-05,2.2309018844722531e-05,2.8416002026729025e-05,1.7917594692280547,-0.11937258576313085,-2.4423935047717849,-0.39946622068680981,0,0,6
1479652230,0.0,42.331696646327501,-71.109944544798793,10.0,0.0,3.113821173535641e-06,2.8859861684144799e-05,1.8777384569453332e-05,2.3145615445574952e-05,2.6498785859492944e-05,1.945910149055313,-0.119405195207459,-2.4423042287426426,-0.39946363245654087,0,0,6
1479652260,0.0,42.331696646327501,-71.109944544798793,10.0,0.0,4.4478415791525813e-06,3.3536955505285569e-05,1.8777384569453332e-05,2.3145615445574952e-05,2.7355066267226727e-05,1.945910149055313,-0.11938378992115528,-2.4430118335023061,-0.39943705454750233,0,0,6
1479652290,0.0,42.331696646327501,-71.109944544798793,10.0,0.0,4.389304740199729e-06,3.3536955505285569e-05,1.9735399599856659e-05,2.5413344851137245e-05,2.9797768919921749e-05,1.7917594692280547,-0.11935203727477367,-2.4434221805162402,-0.39936788184720634,0,0,6
1479652320,0.0,42.331696646327501,-71.109944544798793,10.0,0.0,5.2602012187647522e-06,3.5699631326398743e-05,1.9735399599856659e-05,2.1677197993384802e-05,2.9003739455004783e-05,1.945910149055313,-0.11925063742208185,-2.4428405180085071,-0.39934872038782904,0,0,6
1479652350,0.0,42.331696646327501,-71.109944544798793,10.0,0.0,6.0548438937526005e-06,3.8536164857718031e-05,2.0601521597511674e-05,2.5004429285406129e-05,3.3716420394151714e-05,1.945910149055313,-0.11919038381926084,-2.4426447666380002,-0.39933951518944755,0,0,6
1479652380,0.0,42.331696646327501,-71.109944544798793,10.0,0.0,6.7076580792964855e-06,3.8536164857718031e-05,1.8113386144464979e-05,2.3734625198959748e-05,3.152369614058504e-05,1.7917594692280547,-0.11919406490451116,-2.4430867543619184,-0.39923628760580021,0,0,6
1479652410,0.0,42.331696646327501,-71.109944544798793,10.333333333333334,0.0,4.8309871184102977e-06,3.1283183352298681e-05,1.8113386144464979e-05,2.0017283620817311e-05,2.7896723096835127e-05,1.945910149055313,-0.11915867922516729,-2.4434194682209385,-0.39915174501280726,0,0,6
1479652440,0.0,42.331696646327501,-71.109944544798793,10.333333333333334,0.0,4.8901874108447799e-06,3.1283183352298681e-05,1.6040429515804822e-05,1.8769906856238692e-05,2.4426555331694038e-05,1.945910149055313,-0.11911474875951658,-2.4435145531199685,-0.39912065165864202,0,0,6
1479652470,0.0,42.331696646327501,-71.109944544798793,10.0,0.0,4.3321223233671398e-06,2.7940122167764898e-05,1.6040429515804822e-05,1.945947374268984e-05,2.6320772623403053e-05,1.7917594692280547,-0.11911549207058135,-2.4436761734698718,-0.39910426790728248,0,0,6
1479652500,0.0,42.331696646327501,-71.109944544798793,10.0,0.0,3.122436010447216e-06,3.1873587643590599e-05,2.2732821480115186e-05,2.3268758506771706e-05,2.7844037194300099e-05,1.945910149055313,-0.11911561564386557,-2.4437253325149229,-0.39903987824767356,0,0,6
1479652530,0.0,42.331696646327501,-71.109944544798793,10.0,0.0,6.1283108448821266e-06,3.1873587643590599e-05,1.242012254115077e-05,2.109424774201884e-05,2.8626649400103736e-05,1.945910149055313,-0.11907706630801143,-2.4438397136963386,-0.39902734708888304,0,0,6
1479652560,0.0,42.331696646327501,-71.109944544798793,10.0,0.0,7.1455802061154839e-06,3.4946046883037167e-05,1.242012254115077e-05,2.062575449334142e-05,2.8488814616928193e-05,1.7917594692280547,-0.11871031479611083,-2.4440335389420729,-0.39923329112765044,0,0,6
1479652590,0.0,42.331696646327501,-71.109944544798793,10.0,0.0,4.7336612231987955e-05,0.00016350783009699761,2.4135995961598206e-05,2.5772468243505116e-05,3.4847606117342576e-05,1.945910149055313,-0.11726745495316114,-2.4440212936231482,-0.40028968311606061,0,0,6
1479652620,0.0,42.331696646327501,-71.109944544798793,10.0,0.0,4.7827666829502621e-05,0.00016350783009699761,1.5653560967976275e-05,2.6571964254968851e-05,3.3824468983146751e-05,1.945910149055313,-0.11619590482870756,-2.4440709791156285,-0.40118583173807398,0,0,6
1479652650,0.0,42.331696646327501,-71.109944544798793,10.0,0.0,6.5610918971227379e-06,3.2899772614645518e-05,1.5653560967976275e-05,2.1490500941183018e-05,3.0847336244153321e-05,1.7917594692280547,-0.11588439756320018,-2.4443912560382284,-0.40149981912551375,0,0,6
1479652680,0.0,42.331696646327501,-71.109944544798793,10.0,0.0,6.0373511460972381e-06,3.4628314038425264e-05,1.7138825938567896e-05,2.0373609548630561e-05,3.0039433409006135e-05,1.945910149055313,-0.11587594975323287,-2.4445327714905014,-0.40145841070384797,0,0,6
1479652710,0.0,42.331696646327501,-71.109944544798793,10.0,0.0,5.2145842436264339e-06,3.4628314038425264e-05,1.7138825938567896e-05,2.0126347913289185e-05,2.3027752176015688e-05,1.945910149055313,-0.1159254027522757,-2.4446870371612115,-0.40140798516135684,0,0,6
1479652740,0.0,42.331696646327501,-71.109944544798793,10.0,0.0,8.32941873103315e-06,4.3241044269721469e-05,1.9144659096167131e-05,2.1304408610296509e-05,2.8270076913918406e-05,1.7917594692280547,-0.11596620711495449,-2.4447963224633349,-0.40138914594559022,0,0,6
1479652770,0.0,42.331696646327501,-71.109944544798793,10.0,0.0,8.0797133461946582e-06,4.3241044269721469e-05,1.8786924811683396e-05,2.0181414122098411e-05,2.6947307810432668e-05,1.945910149055313,-0.11596466395407187,-2.4447619294482115,-0.40143145735071012,0,0,6
1479652800,0.0,42.331696646327501,-71.109944544798793,19.666666666666668,0.0,4.3446461669135342e-06,3.2533660129788738e-05,1.8786924811683396e-05,2.0181414122098411e-05,2.4640045152664354e-05,1.945910149055313,-0.1159787974381247,-2.4450750473231544,-0.40145663532223191,0,0,6
1479652830,0.0,42.331696646327501,-71.109944544798793,20.666666666666668,0.0,3.5865250262441905e-06,3.2533660129788738e-05,2.228073953238439e-05,2.3370020488886431e-05,2.8212853651686377e-05,1.7917594692280547,-0.11597354926315583,-2.44545548063723,-0.4014801887479576,0,0,6
1479652860,0.0,42.331696646327501,-71.109944544798793,11.0,0.0,5.7715977234050023e-06,3.9356794695453677e-05,2.1629389601556124e-05,2.2493611257368509e-05,2.8471050997948759e-05,1.945910149055313,-0.11600695532484787,-2.4457419669063531,-0.40152577994247551,0,0,6
1479652890,0.0,42.331696646327501,-71.109944544798793,10.0,0.0,7.0651782707485915e-06,3.9356794695453677e-05,1.6204460160711065e-05,2.0097147467765881e-05,2.6873152443057741e-05,1.945910149055313,-0.11598910067958157,-2.44596476708892,-0.40150198737490178,0,0,6
1479652920,0.0,42.331696646327501,-71.109944544798793,10.0,0.0,4.9822319005357369e-06,3.0348286257480429e-05,1.6204460160711065e-05,1.9860185658193446e-05,2.7379793804339762e-05,1.7917594692280547,-0.11600060886799633,-2.4462059409964598,-0.40152271266581385,0,0,6
